NOID	Author	Title	Alternative title	Year	
5d86p207f	Mader, Christina.	Reverence for the ordinary: a reciprocal inquiry into stories of local knowledge and teacher education on a traditional Cree reserve	Reciprocal inquiry into stories of local knowledge and teacher education in a traditional Cree reserve.	1996
4q77ft71f	Ozsarfati, Yasef.	Estimation of parameters in ordinary differential equations using integral functions	Estimation of parameters in differential equations	1973
8s45qc04z	Smith, Richard Robert	The effects of environment on the early stages of metal fatigue	Environmental effects on fatigue initiation	1976
s7526f429	Benko, Thomas.	The formation of voluntary sports organizations: a multiple case study	Formation of VSOS, a multiple case study.	2001
s7526f429	Benko, Thomas.	The formation of voluntary sports organizations: a multiple case study	Multiple case study.	2001
j6731586w	Biro, Anne.	Issues in video-conferencing in a nursing education program	Issues in video-conferencing.	1998
wh246v660	Ahn, Doehee.	An exploratory study into the development of cognitive and metacognitive processes in mathematics problem-solving via computer	Computer based strategies instruction.	1998
z603r081s	Mirth, Diane Mary.	The I.C.W.: a study in non-formal adult education	International Council of Women	1999
z603r081s	Mirth, Diane Mary.	The I.C.W.: a study in non-formal adult education	Study in non-formal adult education.	1999
vh53wx78s	Erfani, Nina Ghamar.	Mirages: the life experience of Zahra in Tahar Ben Jellouns The Sand Child and The Sacred Night	Life experience of Zahra in Tahar Ben Jellouns The Sand Child and The Sacred Night.	1997
bv73c226n	Hoover, Ratnajothi.	Effect of monoglycerides on some characteristics of potato granules	Monoglyceride effects on potatoes	1982
8s45qc44x	Björnsdóttir, Sigrún Vala.	Posteroanterior motion test of a lumbar vertebra: a study of accuracy of perception among physical therapists, at different educational and experience levels, before and after a training session	Study of accuracy of perception among physical therapists, at different educational and experience levels, before and after a training session	1997
2j62s7153	Medves, Jennifer Mary.	A comparison of water and alcohol in promoting healing of the umbilicus and reducing the length of time to separation of the umbilical cord	Umbilical cord care.	1996
bv73c253j	Clyde, Jerremie Vernon.	Defending home and village: the Red Spear Movement in Republican China	Red Spear Movement in Republican China	1998
k35696148	Ferone, Jenny-Marie.	Landscape controls of hydrologic function and phosphorus dynamics in two pond-wetland complexes on the mixedwood boreal plain	Hydrology & P dynamics in boreal wetlands	2001
j6731598p	Cheng, Irene Lin-Oi.	Image databases: a content-based type system and query by similarity match	Content-based type system and query by similarity match	1999
vd66w205d	Southron, Jennafer Lynn.	A putative copper-transporting P-type ATPase from Brassica napus complements the Saccharomyces cerevisiae ccc2 mutant	Brassica P-type ATPase complements ccc2	2002
v979v5098	Ouellette, Michel	Characteristics, experiences, and behaviour of University Student Leaders	Experiences of University Student Leaders.	1998
dn39x367x	Bunce, Christopher Martin.	Risk estimation for railways exposed to landslides	Risk estimation for railways & landslides	2008
z603r0776	Moudgil, Rohit.	Effects of angiotensin II type 1 receptor antagonists on myocardial ischemia/reperfusion injury	Angiotensin II in ischemia-reperfusion injury	2000
vh53wx55g	Oshionebo, Evaristus Akhayagboke.	Enhancing corporate social responsibility in Nigerias oil and gas producing communities: a contextual analysis	Enhancing corporate responsibility in Nigeria	2002
tb09j8269	Lizotte, Mélanie Anne.	Visible minority support staff and their perceptions of the employment environment at the University of Alberta	Visible minority support staff & their employment environment at the University of Alberta.	1997
vd66w238z	McGregor, Karen Anne.	Reflections of teacher-writers on writing and teaching writing in High School	Reflections of teacher-writers.	1997
4q77ft72q	Fraser, Neil A.	Design and realization of a novel class of highly stable high-resolution oversampled [Sigma-Delta] A/D converter configurations	Nova sigma-delta A/D converters	2001
8s45qc40t	Sepehri-Borujeni, Ardeshir.	A monetary model of the balance of payments: Tanzania 1962-1981	Tanzania 1962-1981	1985
rv042w71q	Hine, Timothy James.	Betty Lambert: a study of two radio plays	Study of two radio plays	1999
fj236416x	Bishnoi, Prithwi Raj.	Experimental heat capacities of carbon dioxide-methane mixtures at elevated pressures and the correlation of volumetric and thermal properties	Heat capacities: CO₂-CH₄ mixtures	1971
dr26z103t	Hernández Adrián, Francisco-Javier.	La subjetividad en la violencia: Colibrí, Cocuyo y Pájaros de la playa, de Severo Sarduy	Colibrí, cocuyo y Pájaros de la playa, de Severo Sarduy	1997
pr76f5354	Shortall, Stacey Anne.	Aboriginal self-government in Aotearoa/New Zealand: a view through the Canadian lens	Maori self-government	1996
fj2364906	Letourneau, Nicole Lyn.	The effect of improved parent-infant interaction on infant development: pilot study	Parent-infant interaction & development.	1998
z603r065d	Wood, Dallas.	The Hudsons Bay Company and the Peace River fur trade, 1821-1850: district management in an age of monopoly	HBCo & the Peace River fur trade.	1988
4q77ft18x	Brodsky, Dmitry D.	R-Simp: model simplification in reverse, a vector quantization approach	Model simplification in reverse, a vector quantization approach	1999
z316q401t	Thornton, David J.	Finite element analysis of fibre-reinforced composite pipeline	FEA of FRC pipeline	1999
3n204122j	Coefman de Cabeza, Alma Patricia.	Vivir adentro o vivir afuera?: análisis de la novela Vivir afuera de Rodolfo Enrique Fogwill	Análisis de la novela Vivir afuera de Rodolfo Enrique Fogwill.	2001
wh246t982	Song, Leonard Swee-Paw.	Genetic variability in diallel crosses of alfalfa	Genetic variability in alfalfa diallels	1975
vh53wx43p	Chomyn, Sharon A.	Needs for services in Saskatchewan small communities as perceived by residents	Service needs in Saskatchewan communities	1984
8s45qc30k	Lambert, Clement	An exploration of Jamaican College reading instructors reading beliefs and practices	Jcan instructor reading beliefs and practice.	1998
vh53wx813	Oberle, Kathleen	Vascular status during dietary intervention in peripheral arterial disease	Diet and vascular status in p.a.d.	1982
bz60cz733	Sung, Deborah Hong-Wei.	The profile of steroid hormones, prostaglandins and cytokines during term and ethanol-induced preterm parturition in the mouse	Mediators at term and preterm birth in mice	1999
7h149s210	Wald, Jaye Loree.	Neuropsychological impairment and driving performance in dementia	Neuropsychology of driving in dementia.	1998
vm40xv14p	Tepper, William S.	To see the soul of a man: the five major plays of Peter Shaffer	Five major plays of Peter Shaffer	1984
vh53wx91b	Belcher El-Nahhas, Susan M.	Egyptian women [in Cairo]: struggles for identity and citizenship	Struggles for identity and citizenship.	1999
z316q357g	Walker, Donald R.	An analysis of compulsory arbitration in a developing country: the case of Trinidad and Tobago	Compulsory arbitration - Trinidad and Tobago	1973
v979v4997	Senaratne, Manohara P. J.	The interaction between exogenous noradrenaline and transmural nerve stimulation in the canine saphenous vein	Exogenous noradrenaline-TNS interactions	2003
mw22v7582	Annand, David George.	Experiences of instructors in graduate-level computer-mediated learning environments	Instructors experiences in CMC environments.	1998
fq977w834	Heinrich, Myrna.	Women caregivers of older adults with cognitive impairment: perceptions of formal support	Perceptions of formal support.	1998
fq977w834	Heinrich, Myrna.	Women caregivers of older adults with cognitive impairment: perceptions of formal support	Women caregivers perceptions of formal support.	1998
mw22v734g	Tjokro, Supardi	Derivation and evaluation of an adaptive PID controller	Adaptive PID controller	1984
mw22v7514	Sato, Kyoko	Evaluative reactions towards foreign accented English speech: the effects of listenersexperience on their judgements	Effects of listeners experiences on their judgements	1998
7w62fb210	Bonato, Lisa.	Mothers and daughters in Italian-Canadian womens narratives	Italian-Canadian womens narratives	1994
7w62fb51q	Voegtlin, Thelma F.	Elementary school students constructions of their final report card	Students constructions of their report card.	1997
vm40xt50b	Schurr, Bryce Charles.	Short-term retention of pitch: experiments of RI effects on discrimination	Experiments of RI effects on discrimination.	1976
fq977w94n	Wyard-Scott, L. M.	Design, construction, and control of a teleoperated mobile robot test-bed	Design of a teleoperated mobile robot test-bed	1999
pk02cd464	Brown, Stephen R.	The application of Tushman & Romanelli (1985), Miller (1990), Hinings and Greenwood (1988) and Pettigrew (1985) to retrospectively tracking strategic organizational change in a non-profit social service agency, 1975-1992	Tracking strategic organizational change	1993
kw52jb175	Stone, Scot.	Coordination of phosphatidylserine and phosphatidylethanolamine metabolism in mammalian cells	Phosphatidylserine metabolism	1999
t435gf961	Bright, Marilyn.	Teaching and learning experiences of Dogrib teachers in the Canadian Northwest Territories	Dogrib teachers in the Northwest Territories.	1999
h989r549g	Jones, Graham.	A survey of the use of information technology in the teaching/learning environment of science 10 in selected Alberta schools	Use of IT in science 10 in Alberta schools.	2000
rr172038m	Lovell, W. George	Land and settlement in the Cuchumatan Highlands (1500-1821): a study in the historical geography of Northwestern Guatemala	Study in the historical geography of Northwestern Guatemala.	1980
rr1720184	Myrholm, Brian W.	Local buckling and fracture behaviour of line pipe under cyclic loading	Behaviour of line pipe under cyclic loading	2001
rr1720027	Itagaki, Nobuya.	Inherent nominal properties as determinants of grammatical subjects	Nondiscourse determinants of subjects	1984
pg15bg52t	Perry, Ryan James.	Effects of ex vivo and in vivo oxidation on high density lipoprotein structure and function	Effects of oxidation on HDL	2000
t435gg00d	Lidstone, Terri Lynn.	Boundaries and trust in community mental health nursing	Boundaries and trust.	2000
m326m384m	Stahl, Richard Peter.	Characterization and natural processes enhancing dry landscape reclamation of fine processed mine wastes	Dry landscape reclamation of fine mine wastes	1996
0k225d29z	Brown, Debra Jean.	Smooth brome (Bromus inermis Leyss.) in Foothills fescue grassland: the effects of cattle, sheep, mowing, glyphosate and fire	Effects of cattle, sheep, mowing, glyphosate and fire	1997
t435gf872	Scott, Veronica Louise.	Elderly womens patterns of friendship in a recreation organization	Womens friendships in a recreation group	1990
x059c923r	Leskiw, Lorraine Frances.	A study of the engagement of Childrens Minds in the Project Approach	Study of the engagement of Childrens Minds.	1998
