Column 1	mach_ID_Per	VIAF-ID	score	VIAF	match_ID-cor	score-c	org	Column 3	Column 4
Nokes, Gerald Dacre			;	Nokes, Gerald Dacre			Person		http://example.org/103701#Agent700-21
Raleigh, Thomas, Sir, 1850-1920	15133305	15133305	1.0	Raleigh, Thomas, Sir, 1850-1920			Person		http://example.org/103702#Agent100-10
Harris, Bryan	109299335	109299335	1.0	Harris, Bryan			Person		http://example.org/103693#Agent100-10
Ryan, Gerard			;	Ryan, Gerard			Person		http://example.org/103693#Agent700-21
Great Britain			;	Great Britain			Jurisdiction		http://example.org/103693#Agent710-22
Applegate, Joseph R	36462596	36462596	0.95	Applegate, Joseph R			Person		http://example.org/1098622#Agent100-10
American Council of Learned Societies Devoted to Humanistic Studies. Program in Oriental Languages. Publications				American Council of Learned Societies Devoted to Humanistic Studies. Program in Oriental Languages. Publications			Organization		http://example.org/1098622#Agent810-19
Lytle, Andrew Nelson, 1902-1995	36945235	36945235	1.0	Lytle, Andrew Nelson, 1902-1995			Person		http://example.org/1021917#Agent100-10
Gayfer, Margaret	38335725	38335725	1.0	Gayfer, Margaret			Person		http://example.org/1075003#Agent100-13
Miller, R. J. (Ronald John), 1942-	6559710	6559710	1.0	Miller, R. J. (Ronald John), 1942-			Person		http://example.org/1054238#Agent100-15
McArthur, G. R	103911010	103911010	1.0	McArthur, G. R			Person		http://example.org/1054238#Agent700-27
Alberta. Public Lands Division		155855293		Alberta. Public Lands Division	155855293	1.0	Jurisdiction		http://example.org/1054238#Agent710-28
Alberta Land Use Forum		153573626		Alberta Land Use Forum	153573626	1.0	Organization		http://example.org/1054238#Agent710-29
Emden, A. B. (Alfred Brotherston), 1888-1979	109229224	109229224	1.0	Emden, A. B. (Alfred Brotherston), 1888-1979			Person		http://example.org/1052845#Agent100-12
St. Edmund Hall (University of Oxford)		158983524	;	St. Edmund Hall (University of Oxford)	158983524	1.0	Organization		http://example.org/1052845#Agent610-20
Emden, A. B. (Alfred Brotherston), 1888-1979	109229224	109229224	1.0	Emden, A. B. (Alfred Brotherston), 1888-1979			Person		http://example.org/1072770#Agent100-10
St. Edmund Hall (University of Oxford)		158983524	;	St. Edmund Hall (University of Oxford)	158983524	1.0	Organization		http://example.org/1072770#Agent610-18
Schelsky, Helmut	59158559	59158559	1.0	Schelsky, Helmut			Person		http://example.org/1058165#Agent100-10
Solms-Braunfels, Bernhard, Prinz zu, active 1839				Solms-Braunfels, Bernhard, Prinz zu, active 1839			Person		http://example.org/1049096#Agent100-9
Ernest Augustus, King of Hanover, 1771-1851	37707871	37707871	1.0	Ernest Augustus, King of Hanover, 1771-1851			Person		http://example.org/1049096#Agent600-17
Svennung, Josef Gusten Algot, 1895-			;	Svennung, Josef Gusten Algot, 1895-			Person		http://example.org/1089379#Agent100-10
Braun, Friederike	176919758	176919758	1.0	Braun, Friederike			Person		http://example.org/1002748#Agent100-10
Kohz, Armin	37499190	37499190	1.0	Kohz, Armin			Person		http://example.org/1002748#Agent700-25
Schubert, Klaus			;	Schubert, Klaus			Person		http://example.org/1002748#Agent700-26
Wilkending, Gisela	93101018	93101018	0.9473684210526315	Wilkending, Gisela			Person		http://example.org/1067412#Agent100-11
Hirsch, Martin			;	Hirsch, Martin			Person		http://example.org/1094849#Agent100-10
Mathieu, Anselme, 1828?-1895	44302422	44302422	1.0	Mathieu, Anselme, 1828?-1895			Person		http://example.org/1094849#Agent600-18
Félibrige		146585963	;	Félibrige	146585963	1.0	Organization		http://example.org/1094849#Agent610-19
Rink, Friedrich Theodor, 1770-1821	25335930	25335930	1.0	Rink, Friedrich Theodor, 1770-1821			Person		http://example.org/1068877#Agent100-9
Kant, Immanuel, 1724-1804	82088490	82088490	0.9615384615384616	Kant, Immanuel, 1724-1804			Person		http://example.org/1068877#Agent600-19
Geiss, Imanuel	108901189	108901189	1.0	Geiss, Imanuel			Person		http://example.org/1038462#Agent100-12
Tamchina, Rainer, 1941-	75355753	75355753	1.0	Tamchina, Rainer, 1941- 			Person		http://example.org/1038462#Agent700-25
Goethe, Johann Wolfgang von, 1749-1832	24602065	24602065	0.9487179487179487	Goethe, Johann Wolfgang von, 1749-1832			Person		http://example.org/1037886#Agent600-18
Theens, Karl	276868836	276868836	0.9230769230769231	Theens, Karl			Person		http://example.org/1037886#Agent700-19
Mahal, Günther	4944487	4944487	1.0	Mahal, Günther			Person		http://example.org/1037886#Agent700-20
Schulze Vellinghausen, Albert	292523439	292523439	1.0	Schulze Vellinghausen, Albert			Person		http://example.org/1080930#Agent100-10
Politzer, Heinz, 1910-1978	22247490	22247490	1.0	Politzer, Heinz, 1910-1978			Person		http://example.org/1026189#Agent100-10
Jonas, Ludwig, 1887-1942	98343369	98343369	1.0	Jonas, Ludwig, 1887-1942			Person		http://example.org/1026189#Agent600-19
Berke, Joel S	238436482	238436482	0.9285714285714286	Berke, Joel S			Person		http://example.org/1079035#Agent100-12
Ingersoll, J. H	104517699	104517699	1.0	Ingersoll, J. H			Person		http://example.org/1061269#Agent100-9
Canada. Canal commission				Canada. Canal commission			Jurisdiction		http://example.org/1061269#Agent710-19
Diekman, Bernard A	92810519	92810519	1.0	Diekman, Bernard A			Person		http://example.org/104357#Agent100-9
Institute of Profit Sharing				Institute of Profit Sharing			Organization		http://example.org/104357#Agent710-19
Blair, Lorraine L	48991293	48991293	0.9444444444444444	Blair, Lorraine L			Person		http://example.org/1016293#Agent100-12
Metropolitan Water District of Southern California			;	Metropolitan Water District of Southern California			Organization		http://example.org/1013063#Agent110-9
Delevsky, J			;	Delevsky, J			Person		http://example.org/1034110#Agent100-10
Abendroth, Wolfgang	90724636	90724636	1.0	Abendroth, Wolfgang			Person		http://example.org/1051898#Agent100-11
Rossii͡anov, O. K. (Oleg Konstantinovich)	35816232	35816232	0.9523809523809523	Rossii͡anov, O. K. (Oleg Konstantinovich)			Person		http://example.org/1097923#Agent100-10
Hidas, Antal, 1899-	62480960	62480960	1.0	Hidas, Antal, 1899-			Person		http://example.org/1097923#Agent600-19
Mikšytė, Regina, 1923-	116001752	116001752	0.8	Mikšytė, Regina, 1923-			Person		http://example.org/1098523#Agent100-10
Baranauskas, Antanas, 1835-1902	73979289	73979289	0.96875	Baranauskas, Antanas, 1835-1902			Person		http://example.org/1098523#Agent600-20
Proença, Antão de, 1625-1666			;	Proença, Antão de, 1625-1666			Person		http://example.org/1099359#Agent100-11
Thani Nayagam, Navier S				Thani Nayagam, Navier S			Person		http://example.org/1099359#Agent700-21
Symposium on Antarctic Geology and Solid Earth Geophysics Olso, 1970				Symposium on Antarctic Geology and Solid Earth Geophysics Olso, 1970			Meeting		http://example.org/10698#Agent111-12
Adie, Raymond J. (Raymond John), 1925- 			;	Adie, Raymond J. (Raymond John), 1925- 			Person		http://example.org/10698#Agent700-33
Pickard, John			;	Pickard, John			Person		http://example.org/1002311#Agent700-25
Minvielle Porte Petit, Jorge	280227326	280227326	1.0	Minvielle Porte Petit, Jorge			Person		http://example.org/1021979#Agent100-11
Tafolla Pérez, Rafael	16270614	16270614	1.0	Tafolla Pérez, Rafael			Person		http://example.org/1021979#Agent700-21
Follows, John William, 1908-	4342052	4342052	0.875	Follows, John William, 1908-			Person		http://example.org/1003131#Agent100-10
International Labour Organisation		133287293	;	International Labour Organisation	133287293	1.0	Organization		http://example.org/1003131#Agent610-18
Tzetzes, John, 12th century	79040099	79040099	1.0	Tzetzes, John, 12th century			Person		http://example.org/1008392#Agent100-10
Jacobs, Friedrich, 1764-1847	66498552	66498552	0.9655172413793104	Jacobs, Friedrich, 1764-1847			Person		http://example.org/1008392#Agent700-21
Martínez, Martín C., 1859-1946	77958337	77958337	1.0	Martínez, Martín C., 1859-1946			Person		http://example.org/1046250#Agent100-11
Gros Espiell, Héctor	171075974	171075974	1.0	Gros Espiell, Héctor			Person		http://example.org/1046250#Agent700-20
Knysh, Heorhiĭ, 1922-	77894804	77894804	0.9090909090909091	Knysh, Heorhiĭ, 1922-			Person		http://example.org/1072824#Agent100-9
Pound, Ezra, 1885-1972	24606774	24606774	0.9565217391304348	Pound, Ezra, 1885-1972			Person		http://example.org/1083036#Agent100-10
Antheil, George, 1901-				Antheil, George, 1901-			Person		http://example.org/1083036#Agent600-18
Foster, Myles Birket, 1851-1922	59645853	59645853	1.0	Foster, Myles Birket, 1851-1922			Person		http://example.org/1075064#Agent100-17
Farquhar, Simone Paula, 1922-				Farquhar, Simone Paula, 1922-			Person		http://example.org/1078454#Agent100-9
Constantin-Weyer, Maurice, 1881-1964	95173865	95173865	1.0	Constantin-Weyer, Maurice, 1881-1964			Person		http://example.org/1078454#Agent600-19
Bugnet, Georges, 1879-1981	62345514	62345514	1.0	Bugnet, Georges, 1879-1981			Person		http://example.org/1078454#Agent600-20
Beckby, Hermann	39819159	39819159	1.0	Beckby, Hermann			Person		http://example.org/1089904#Agent700-22
Diehl, Ernst, 1874-1947	100191445	100191445	1.0	Diehl, Ernst, 1874-1947			Person		http://example.org/1089893#Agent100-10
Hiller, Eduard, 1844-1891	120695665	120695665	1.0	Hiller, Eduard, 1844-1891			Person		http://example.org/1089897#Agent100-10
Bergk, Theodor, 1812-1881	7517264	7517264	1.0	Bergk, Theodor, 1812-1881			Person		http://example.org/1089897#Agent700-19
Crusius, Otto, 1857-1918	49274545	49274545	1.0	Crusius, Otto, 1857-1918			Person		http://example.org/1089897#Agent700-20
Lassen, Christian, 1800-1876	51823848	51823848	1.0	Lassen, Christian, 1800-1876			Person		http://example.org/1098776#Agent100-10
Gildemeister, Johann, 1812-1890	54904955	54904955	1.0	Gildemeister, Johann, 1812-1890			Person		http://example.org/1098776#Agent700-19
Makarius, Raoul	9949598	9949598	0.9375	Makarius, Raoul			Person		http://example.org/1098673#Agent700-19
Abdel-Malek, Anouar, 1924-	14890580	14890580	1.0	Abdel-Malek, Anouar, 1924-			Person		http://example.org/1098673#Agent700-20
Borin, Luc				Borin, Luc			Person		http://example.org/1098673#Agent700-21
Ṭarabayh, Rawwād	255662754	255662754	1.0	Ṭarabayh, Rawwād			Person		http://example.org/1098673#Agent700-22
Ceccaldi, Mathieu	24599233	24599233	0.9444444444444444	Ceccaldi, Mathieu			Person		http://example.org/1032630#Agent100-12
Arzık, Nimet	69346716	69346716	1.0	Arzık, Nimet			Person		http://example.org/1099159#Agent100-10
Jeleński, K. A			;	Jeleński, K. A			Person		http://example.org/1096864#Agent700-19
Āshtiyānī, Jalāl al-Dīn	61514032	61514032	1.0	Āshtiyānī, Jalāl al-Dīn			Person		http://example.org/1067958#Agent100-10
Corbin, Henry	100173278	100173278	1.0	Corbin, Henry			Person		http://example.org/1067958#Agent700-21
Duvignaud, Jean	108423244	108423244	1.0	Duvignaud, Jean			Person		http://example.org/1022434#Agent100-10
Jeanroy, Alfred, 1859-1953	66469096	66469096	1.0	Jeanroy, Alfred, 1859-1953			Person		http://example.org/1034871#Agent100-11
Boelcke, J			;	Boelcke, J			Person		http://example.org/1034871#Agent700-23
Anglade, Joseph, 1868-1930	64000896	64000896	1.0	Anglade, Joseph, 1868-1930			Person		http://example.org/1093012#Agent100-10
Bousquet, Jacques, 1912-	89785124	89785124	1.0	Bousquet, Jacques, 1912- 			Person		http://example.org/1028330#Agent100-10
Cohen, Gustave, 1879-1958	59080570	59080570	1.0	Cohen, Gustave, 1879-1958			Person		http://example.org/1092571#Agent100-10
Catholic Church			;	Catholic Church			Organization		http://example.org/1092571#Agent610-18
Morpeau, Louis, 1895-	34567128	34567128	1.0	Morpeau, Louis, 1895-			Person		http://example.org/1008456#Agent100-9
Pidoux, Edmond	298906198	298906198	1.0	Pidoux, Edmond			Person		http://example.org/1006387#Agent100-9
Renou, Louis, 1896-1966	36923583	36923583	0.9583333333333334	Renou, Louis, 1896-1966			Person		http://example.org/1098836#Agent100-10
Jireček, Josef, 1825-1888	35546258	35546258	1.0	Jireček, Josef, 1825-1888			Person		http://example.org/1038638#Agent100-9
Stobaeus	164895588	164895588	1.0	Stobaeus			Person		http://example.org/1091847#Agent100-10
Wachsmuth, Curt, 1837-1905	5699589	5699589	1.0	Wachsmuth, Curt, 1837-1905			Person		http://example.org/1091847#Agent700-19
Hense, Otto, 1845-1931	110935337	110935337	1.0	Hense, Otto, 1845-1931			Person		http://example.org/1091847#Agent700-20
Burkhart, Charles (Charles L.)	268049248	268049248	1.0	Burkhart, Charles (Charles L.)			Person		http://example.org/1076042#Agent100-11
Triadú, Joan			;	Triadú, Joan			Person		http://example.org/1093894#Agent100-10
MacGregor-Hastie, Roy	45547071	45547071	1.0	MacGregor-Hastie, Roy			Person		http://example.org/1092724#Agent100-15
Harkins, William Edward	44391362	44391362	0.9583333333333334	Harkins, William Edward			Person		http://example.org/1096185#Agent100-11
French, A. (Alfred), 1916-1997	87697716	87697716	1.0	French, A. (Alfred), 1916-1997			Person		http://example.org/1028196#Agent100-11
Wasielewski, Wilhelm Joseph von, 1822-1896	77043528	77043528	0.9534883720930233	Wasielewski, Wilhelm Joseph von, 1822-1896			Person		http://example.org/101677#Agent700-24
Kritzeck, James	62687644	62687644	1.0	Kritzeck, James			Person		http://example.org/1098131#Agent100-17
Raffel, Burton	103143053	103143053	1.0	Raffel, Burton			Person		http://example.org/1099384#Agent100-12
Asia Society. Asian Literature Program		142466885		Asia Society. Asian Literature Program	142466885	1.0	Organization		http://example.org/1099384#Agent710-23
Press, Alan R			;	Press, Alan R			Person		http://example.org/1093010#Agent100-15
Smith, William George			;	Smith, William George			Person		http://example.org/10968#Agent100-9
Whelan, Richard	46777799	46777799	1.0	Whelan, Richard			Person		http://example.org/1062793#Agent100-10
Caro, Anthony, 1924-2013	96537970	96537970	1.0	Caro, Anthony, 1924-2013			Person		http://example.org/1062793#Agent600-19
Bennett, De Robigne Mortimer, 1818-1882	65323809	65323809	1.0	Bennett, De Robigne Mortimer, 1818-1882			Person		http://example.org/1035340#Agent100-12
Comstock, Anthony, 1844-1915	18032271	18032271	1.0	Comstock, Anthony, 1844-1915			Person		http://example.org/1035340#Agent600-23
Broun, Heywood, 1888-1939	55391654	55391654	1.0	Broun, Heywood, 1888-1939			Person		http://example.org/1035342#Agent100-10
Comstock, Anthony, 1844-1915	18032271	18032271	1.0	Comstock, Anthony, 1844-1915			Person		http://example.org/1035342#Agent600-20
Leech, Margaret, 1893-1974	42079697	42079697	1.0	Leech, Margaret, 1893-1974			Person		http://example.org/1035342#Agent700-21
Roberts, Peter, 1859-1932	60326066	60326066	1.0	Roberts, Peter, 1859-1932			Person		http://example.org/1003284#Agent100-13
Hirschler, Pierre	291046413	291046413	1.0	Hirschler, Pierre			Person		http://example.org/1025138#Agent100-10
Ellis, Florence Hawley	117415025	117415025	1.0	Ellis, Florence Hawley			Person		http://example.org/1044759#Agent100-12
Dunham, Harold Hathaway, 1903-				Dunham, Harold Hathaway, 1903-			Person		http://example.org/1044759#Agent700-25
Dunham, Harold Hathaway, 1903-				Dunham, Harold Hathaway, 1903-			Person		http://example.org/1044759#Agent700-26
United States. Indian Claims Commission		154715300		United States. Indian Claims Commission	154715300	1.0	Jurisdiction		http://example.org/1044759#Agent710-27
Taylor, Herbert Cecil, 1924-	105517528	105517528	0.9642857142857143	Taylor, Herbert Cecil, 1924-			Person		http://example.org/1068997#Agent100-12
United States. Indian Claims Commission		154715300		United States. Indian Claims Commission	154715300	1.0	Jurisdiction		http://example.org/1068997#Agent710-26
Taylor, Herbert Cecil, 1924-	105517528	105517528	0.9642857142857143	Taylor, Herbert Cecil, 1924-			Person		http://example.org/1069018#Agent100-12
Taylor, Herbert Cecil, 1924-	105517528	105517528	0.9642857142857143	Taylor, Herbert Cecil, 1924-			Person		http://example.org/1069018#Agent700-28
