File_name,Title,Department,Community,Publisher,Creator
strategiesforsuc00albe,Strategies for success : Alberta exporter's guide,Alberta Economic Development and Trade.,Alberta Economic Development and Trade,"[Edmonton, Alta.] : Economic Development and Trade",Alberta. Alberta Economic Development and Trade
performingarts198687,Alberta performing artists / 1986/1987,Alberta Culture and Tourism. Alberta Culture. Alberta Culture and Multiculturalism. Performing Arts. Touring. Arts Branch. Marketing and Audience Development Section.,Alberta Culture and Tourism,Edmonton : Alberta Culture,Alberta. Alberta Culture Alberta. Alberta Culture and Multiculturalism Alberta. Performing Arts. Touring Alberta. Arts Branch. Marketing and Audience Development Section
guestservicesatt00albe_0,Guest services attendant : certification standards,Government of Alberta. Alberta Tourism Education Council.,Government of Alberta,Edmonton : The Council,Alberta Tourism Education Council
innovativehousept83,Innovative Housing Grants Program : [report summaries] / 1983: Sept.,Alberta Seniors and Housing. Innovative Housing Grants Program.,Alberta Seniors and Housing,[Edmonton] : The Program,Alberta. Innovative Housing Grants Program
gradeonethematic06albe,Grade one thematic,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Alberta Learning Alberta. Learning Technologies Branch
applicationsforr00yogi,"Applications for review or development of facilities, wells, spacing order, and holdings : Hayter Field - Provost Area",Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,"Calgary, Alta. : Energy Resources Conservation Board","Yogi Cho Skinner, Michael Amax Petroleum of Canada Inc Alberta. Energy Resources Conservation Board"
albertaindustria00albe_0,Alberta industrial products and processes index,Alberta Economic Development and Trade.,Alberta Economic Development and Trade,"[Edmonton, Alta.] : Govt. of Alberta, Economic Development and Trade",Alberta. Alberta Economic Development and Trade
chemistry3003albe,Chemistry 30,Alberta Education. Distance Learning.,Alberta Education,,Alberta. Alberta Education Alberta. Distance Learning
programmediagnos14albe,Programme diagnostique de mathématiques : Élémentaire premier cycle. Géométrie,Alberta Education. Language Services.,Alberta Education,"Edmonton : Alberta Education, Language Services Branch",Alberta. Alberta Education. Language Services
science10studenteduc,Science 10 : student materials,Alberta Education. Student Evaluation Branch.,Alberta Education,"Edmonton, AB : Education Advantage",Education Advantage (Firm) Alberta. Student Evaluation Branch
annualreport1985priv,Annual report / 1985,Government of Alberta. Private Colleges Accreditation Board (.) Private Colleges Accreditation Board (.). Report,Government of Alberta,"[Edmonton, Alta.] : The Board",Private Colleges Accreditation Board (Alta.) Private Colleges Accreditation Board (Alta.). Report
discussiononlawo00albe_0,A discussion on the law of business corporations,Alberta Municipal Affairs.,Alberta Municipal Affairs,[Edmonotn] : Dept. of Municipal Affairs,Alberta. Dept. of Municipal Affairs
computeranalysis00schw,Computer analysis of the factors influencing groundwater flow and mass transport in a system disturbed by strip mining,Alberta Environment and Parks. Reclamation Research Technical Advisory Committee. Plains Coal Reclamation Research Program.,Alberta Environment and Parks,"[Edmonton] : Alberta Land Conservation and Reclamation Council, (Reclamation Research Technical Advisory Committee)","Schwartz, F. W. (Franklin Walter) Crowe, Allan, 1952- Alberta. Reclamation Research Technical Advisory Committee Alberta Research Council Alberta. Plains Coal Reclamation Research Program"
nova2povtorimita00bila,Nova 2 : povtor-imitats͡iia͡ = Nova 2 : echo-acting routines,Alberta Education. Ukrainian Language Education Centre.,Alberta Education,"Edmonton, Alta. : Ukrainian Language Education Centre, Canadian Institute of Ukrainian Studies","Bilash, O. (Olenka), 1954- Alberta. Alberta Education Canadian Institute of Ukrainian Studies. Ukrainian Language Education Centre"
bricklayerappren00albe,Bricklayer : apprenticeship course outline,Alberta Advanced Education. Alberta Advanced Education and Technology. Apprenticeship and Industry Training.,Alberta Advanced Education,"Edmonton, AB : Alberta Advanced Education and Technology",Alberta. Alberta Advanced Education and Technology. Apprenticeship and Industry Training
costanalysisofeg00albe_8,Cost analysis of egg production in Alberta / 1992,"Alberta Agriculture and Forestry. Production and Resource Economics Branch. Alberta Agriculture. Production Economics Branch. Alberta Agriculture, Food, and Rural Development. Production Economics Branch.",Alberta Agriculture and Forestry,"Edmonton, Alta. : Alberta Agriculture, Economic Services Division, Production and Resource Economics Branch","Alberta. Alberta Agriculture. Production and Resource Economics Branch Alberta. Alberta Agriculture. Production Economics Branch Alberta. Alberta Agriculture, Food, and Rural Development. Production Economics Branch"
gradetwomathemat04albe_0,Grade two mathematics,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Alberta Learning Alberta. Alberta Learning. Learning Technologies Branch
grade12diplomae1991albe_5,Grade 12 diploma examination. Social studies 30 / Jan 1991,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
villageofhughend00albe,Village of Hughenden : dissolution study,Alberta Municipal Affairs.,Alberta Municipal Affairs,"Edmonton], Alta.: Alberta Municipal Affairs",Alberta. Alberta Municipal Affairs
nova6povtorimitabomb,Nova 6 : povtor-imitat?sii?a,Alberta Education. Learning and Teaching Resources Branch.,Alberta Education,Edmonton : Ministerstvo ocvity Alʹberty,"Bombak, Larissa Natalie, 1958- Alberta. Learning and Teaching Resources Branch"
edenvalleylocali00unse,Eden Valley local integrated resource plan : draft plan,Government of Alberta.,Government of Alberta,"Edmonton, Alta. : [s.n.]",
sparetimespareca00zipu_0,"Spare time, spare cash [videorecording] : teens talking about gambling",Alberta Alcohol and Drug Abuse Commission.,Alberta Alcohol and Drug Abuse Commission,"[Edmonton, Alta.] : AADAC","Zipursky, Brad Alberta Alcohol and Drug Abuse Commission"
chernochanmachin00mary,The Chernochan machine shed : a land use and structural history,Alberta Culture and Tourism. Historic Sites Service.,Alberta Culture and Tourism,[Edmonton] : Alberta Culture,"Maryn, Sonia Alberta. Historic Sites Service Alberta. Alberta Culture"
informationbull1996albe_3,Information bulletin. Grade 3 mathematics / 1996,Alberta Education. Student Evaluation Branch. Learner Assessment Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Student Evaluation Branch Alberta. Learner Assessment Branch
diplomaexaminat1993albe_1,Diploma examinations program Social studies 30 information bulletin / 1993,Alberta Education. Student Evaluation Branch.,Alberta Education,"Edmonton, AB : Student Evaluation, Alberta Education",Alberta. Student Evaluation Branch
mathematics1405albe_0,Mathematics 14,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Learning Technologies Branch
withinourborders00albe_69,"Within our borders, 1958-06-01 / 1958-06-01",Alberta Economic Development and Trade. Dept. of Economic Affairs. Publicity Branch.,Alberta Economic Development and Trade,"Edmonton, Govt. of Alberta",Alberta. Dept. of Economic Affairs. Publicity Branch
mathematicsprepa03albe_0,Mathematics preparation 10,Alberta Education. Learning Technologies Branch.,Alberta Education,"Edmonton, Alta. : Alberta Learning",Alberta. Alberta Learning. Learning Technologies Branch
occupationalinju1998albe,Occupational injury and disease in Alberta / 1997,Alberta Labour. Alberta Human Resources and Employment. Alberta Immigration and Industry.,Alberta Labour,Edmonton : Alberta Human Resources and Employment,Alberta. Alberta Human Resources and Employment Alberta. Alberta Immigration and Industry
cookinglakeblack00albe_0,"Cooking Lake-Blackfoot Grazing, Wildlife and Provincial Recreation Area management plan",Alberta Environment and Parks. Alberta Environmental Protection. Natural Resources Service.,Alberta Environment and Parks,"[Sherwood Park, Alta.] : Alberta Environmental Protection, Natural Resources Service",Alberta. Alberta Environmental Protection. Natural Resources Service
whitepaperpropos00albe,White paper : proposals for an industrial and science strategy for Albertans 1985-1990,Government of Alberta.,Government of Alberta,[Edmonton] : Alberta Government of Alberta,Alberta
reportonapplicat00shel_0,A report on an application by Shell Canada Limited to drill a critical sour well in the Jutland (Castle River South) Area,Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,Calgary : Energy Resources Conservation Board,Shell Canada Limited Alberta. Energy Resources Conservation Board
zootcapri1986spr,Zoot capri : the magazine / 1986: Spring,Alberta Alcohol and Drug Abuse Commission.,Alberta Alcohol and Drug Abuse Commission,Edmonton : AADAC,Alberta Alcoholism and Drug Abuse Commission
albertamunicipal211albe,"Alberta municipal counsellor, volume 2 no. 11 1957-11 / 2 no. 11",Alberta Municipal Affairs.,Alberta Municipal Affairs,"Edmonton, Alberta Municipal Affairs",Alberta. Dept. of Municipal Affairs
pilotstudytoeval00ande,Pilot study to evaluate the practicality of aquatic ecosystem monitoring in small agricultural streams in Alberta,Alberta Environment and Parks.,Alberta Environment and Parks,[Edmonton] : Alberta Environment,"Anderson, Anne-Marie, 1952- Alberta. Alberta Environment"
cornerstonejourn71albe,Cornerstone : the journal of the Alberta Historical Resources Foundation / 7: no.1,Government of Alberta. Alberta Historical Resource Foundation. The Foundation,Government of Alberta,[Edmonton] : The Foundation,Alberta Historical Resources Foundation
examenenvuedudip00alb_kdl,"Examen en vue du diplôme douzième année. Français 30. Partie A, Production écrite. Janvier 1990 / 1990",Alberta Education. Student Evaluation and Records. Student Evaluation Branch.,Alberta Education,Edmonton : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation and Records Alberta. Student Evaluation Branch
cequemonenfantap00albe_86,Ce que mon enfant apprend à l'école : manuel à l'intention des parents. Huitième année (2010-2011) / 2010,Alberta Education. Alberta Learning.,Alberta Education,"Edmonton, AB : Alberta Education",Alberta. Alberta Education Alberta. Alberta Learning
aadacyouthservic00albe_0,"AADAC Youth Services, treatment : parent handbook",Alberta Alcohol and Drug Abuse Commission.,Alberta Alcohol and Drug Abuse Commission,[Edmonton] : AADAC,Alberta Alcohol and Drug Abuse Commission
legalstudies201000albe,Legal studies 2010 : family law,Alberta Education. Learning Technologies Branch.,Alberta Education,"Edmonton : Alberta Education, Learning Technologies Branch",Alberta. Alberta Education. Learning Technologies Branch
albertasreserves36,"Alberta's reserves of crude oil, oil sands, gas, natural gas liquids, and sulphur / 1983",Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,Calgary : Energy Resources Conservation Board,Alberta. Energy Resources Conservation Board Alberta Energy and Utilities Board
evanthomasprovin00albe_0,Evan-Thomas provincial recreation area management plan,Alberta Environment and Parks. Parks and Protected Areas Division.,Alberta Environment and Parks,"[Canmore, Alta.] : Alberta Community Development, Parks and Protected Areas Division",Alberta. Parks and Protected Areas Division
