collection,filename,elementName,elementValue,elementOccurrence
cius_journal,journalofukraini152cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini152cana_meta.xml,date,1990,1
cius_journal,journalofukraini152cana_meta.xml,description,38 43,3
cius_journal,journalofukraini152cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
cius_journal,journalofukraini152cana_meta.xml,description,Parallel title romanized,3
cius_journal,journalofukraini152cana_meta.xml,foldoutcount,0,1
cius_journal,journalofukraini152cana_meta.xml,identifier,journalofukraini152cana,1
cius_journal,journalofukraini152cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini152cana,1
cius_journal,journalofukraini152cana_meta.xml,identifier-ark,ark:/13960/t3wt3cb9g,1
cius_journal,journalofukraini152cana_meta.xml,imagecount,142,1
cius_journal,journalofukraini152cana_meta.xml,invoice,1,1
cius_journal,journalofukraini152cana_meta.xml,language,English,1
cius_journal,journalofukraini152cana_meta.xml,lccn,80646931 //r82,1
cius_journal,journalofukraini152cana_meta.xml,mediatype,texts,1
cius_journal,journalofukraini152cana_meta.xml,note,"This issue features articles on the Ukrainian National Resistance in Soviet Ukraine, governance and intelligentsia during the years of the New Economic Policy in Ukraine, historiography on the Jews and the Ukrainian Revolution, the Ukrainian Famine of 1932-33, French loan-words in XIX-XX century Ukrainian writing and a document on the manifesto of the Democratic Party of Ukraine.",1
cius_journal,journalofukraini152cana_meta.xml,ocr,ABBYY FineReader 11.0,1
cius_journal,journalofukraini152cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini152cana_meta.xml,page-progression,lr,1
cius_journal,journalofukraini152cana_meta.xml,ppi,500,1
cius_journal,journalofukraini152cana_meta.xml,publicdate,2016-05-18 15:41:31,1
cius_journal,journalofukraini152cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
cius_journal,journalofukraini152cana_meta.xml,repub_seconds,282,1
cius_journal,journalofukraini152cana_meta.xml,repub_state,4,1
cius_journal,journalofukraini152cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini152cana_meta.xml,scandate,20160519194602,1
cius_journal,journalofukraini152cana_meta.xml,scanfee,250,1
cius_journal,journalofukraini152cana_meta.xml,scanner,scribe1.alberta.archive.org,1
cius_journal,journalofukraini152cana_meta.xml,scanningcenter,alberta,1
cius_journal,journalofukraini152cana_meta.xml,shiptracking,cius01,1
cius_journal,journalofukraini152cana_meta.xml,sponsor,University of Alberta Libraries,1
cius_journal,journalofukraini152cana_meta.xml,sponsordate,20160531,1
cius_journal,journalofukraini152cana_meta.xml,subject,Ukrainian literature,1
cius_journal,journalofukraini152cana_meta.xml,title,Journal of Ukrainian Studies,1
cius_journal,journalofukraini152cana_meta.xml,updatedate,2016-05-18 16:43:38,1
cius_journal,journalofukraini152cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini152cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini152cana_meta.xml,volume,"15, no. 2",1
cius_journal,journalofukraini152cana_meta.xml,year,Winter 1990,1
cius_journal,journalofukraini1612cana_meta.xml,addeddate,2016-05-18 16:43:44,1
cius_journal,journalofukraini1612cana_meta.xml,bookplateleaf,0002,1
cius_journal,journalofukraini1612cana_meta.xml,camera,Canon EOS 5D Mark II,1
cius_journal,journalofukraini1612cana_meta.xml,cat_key,441050,1
cius_journal,journalofukraini1612cana_meta.xml,collection,toronto,4
cius_journal,journalofukraini1612cana_meta.xml,collection,university_of_alberta_libraries,3
cius_journal,journalofukraini1612cana_meta.xml,collection,ualberta_ukrainian_studies,3
cius_journal,journalofukraini1612cana_meta.xml,collection,cius_journal,3
cius_journal,journalofukraini1612cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini1612cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini1612cana_meta.xml,date,1991,1
cius_journal,journalofukraini1612cana_meta.xml,description,38 43,3
cius_journal,journalofukraini1612cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
cius_journal,journalofukraini1612cana_meta.xml,description,Parallel title romanized,3
cius_journal,journalofukraini1612cana_meta.xml,foldoutcount,0,1
cius_journal,journalofukraini1612cana_meta.xml,identifier,journalofukraini1612cana,1
cius_journal,journalofukraini1612cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini1612cana,1
cius_journal,journalofukraini1612cana_meta.xml,identifier-ark,ark:/13960/t17m4zp8c,1
cius_journal,journalofukraini1612cana_meta.xml,imagecount,270,1
cius_journal,journalofukraini1612cana_meta.xml,invoice,1,1
cius_journal,journalofukraini1612cana_meta.xml,language,English,1
cius_journal,journalofukraini1612cana_meta.xml,lccn,80646931 //r82,1
cius_journal,journalofukraini1612cana_meta.xml,mediatype,texts,1
cius_journal,journalofukraini1612cana_meta.xml,note,"This special issue marks the one hundredth anniversary of Ukrainian Settlement in Canada in 1991-1992. As is fitting for such a significant milestone, the focus of the volume is historical, although it does not, except as background, concern the pioneer immigration itself. The essays presented here begin to address the issues of the interwar years",1
cius_journal,journalofukraini1612cana_meta.xml,ocr,ABBYY FineReader 11.0,1
cius_journal,journalofukraini1612cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini1612cana_meta.xml,page-progression,lr,1
cius_journal,journalofukraini1612cana_meta.xml,ppi,500,1
cius_journal,journalofukraini1612cana_meta.xml,publicdate,2016-05-18 15:41:32,1
cius_journal,journalofukraini1612cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
cius_journal,journalofukraini1612cana_meta.xml,repub_seconds,201,1
cius_journal,journalofukraini1612cana_meta.xml,repub_state,4,1
cius_journal,journalofukraini1612cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini1612cana_meta.xml,scandate,20160519193712,1
cius_journal,journalofukraini1612cana_meta.xml,scanfee,250,1
cius_journal,journalofukraini1612cana_meta.xml,scanner,scribe1.alberta.archive.org,1
cius_journal,journalofukraini1612cana_meta.xml,scanningcenter,alberta,1
cius_journal,journalofukraini1612cana_meta.xml,shiptracking,cius01,1
cius_journal,journalofukraini1612cana_meta.xml,sponsor,University of Alberta Libraries,1
cius_journal,journalofukraini1612cana_meta.xml,sponsordate,20160531,1
cius_journal,journalofukraini1612cana_meta.xml,subject,Ukrainian literature,1
cius_journal,journalofukraini1612cana_meta.xml,title,Journal of Ukrainian Studies,1
cius_journal,journalofukraini1612cana_meta.xml,updatedate,2016-05-18 16:43:42,1
cius_journal,journalofukraini1612cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini1612cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini1612cana_meta.xml,volume,"16, no. 1-2",1
cius_journal,journalofukraini1612cana_meta.xml,year,Summer/Winter 1991,1
cius_journal,journalofukraini1712cana_meta.xml,addeddate,2016-05-18 16:43:48,1
cius_journal,journalofukraini1712cana_meta.xml,bookplateleaf,0002,1
cius_journal,journalofukraini1712cana_meta.xml,camera,Canon EOS 5D Mark II,1
cius_journal,journalofukraini1712cana_meta.xml,cat_key,441050,1
cius_journal,journalofukraini1712cana_meta.xml,collection,toronto,4
cius_journal,journalofukraini1712cana_meta.xml,collection,university_of_alberta_libraries,3
cius_journal,journalofukraini1712cana_meta.xml,collection,ualberta_ukrainian_studies,3
cius_journal,journalofukraini1712cana_meta.xml,collection,cius_journal,3
cius_journal,journalofukraini1712cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini1712cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini1712cana_meta.xml,date,1992,1
cius_journal,journalofukraini1712cana_meta.xml,description,38 43,3
cius_journal,journalofukraini1712cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
cius_journal,journalofukraini1712cana_meta.xml,description,Parallel title romanized,3
cius_journal,journalofukraini1712cana_meta.xml,foldoutcount,0,1
cius_journal,journalofukraini1712cana_meta.xml,identifier,journalofukraini1712cana,1
cius_journal,journalofukraini1712cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini1712cana,1
cius_journal,journalofukraini1712cana_meta.xml,identifier-ark,ark:/13960/t8gf5h17r,1
cius_journal,journalofukraini1712cana_meta.xml,imagecount,262,1
cius_journal,journalofukraini1712cana_meta.xml,invoice,1,1
cius_journal,journalofukraini1712cana_meta.xml,language,English,1
cius_journal,journalofukraini1712cana_meta.xml,lccn,80646931 //r82,1
cius_journal,journalofukraini1712cana_meta.xml,mediatype,texts,1
cius_journal,journalofukraini1712cana_meta.xml,note,"This special volume began as a project to publish the papers given at a panel on relations among Belarusians, Ukrainians, and Russians from the sixteenth to the seventeenth centuries, sponsored by the Jacyk Centre at the Fourth World Congress for Soviet and East European Studies at Harrogate, England, on 26 July 1990. When additional papers were received, it became feasible to devote a double issue of the journal to early modern Ukraine.",1
cius_journal,journalofukraini1712cana_meta.xml,ocr,ABBYY FineReader 11.0,1
cius_journal,journalofukraini1712cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini1712cana_meta.xml,page-progression,lr,1
cius_journal,journalofukraini1712cana_meta.xml,ppi,500,1
cius_journal,journalofukraini1712cana_meta.xml,publicdate,2016-05-18 15:41:33,1
cius_journal,journalofukraini1712cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
cius_journal,journalofukraini1712cana_meta.xml,repub_seconds,189,1
cius_journal,journalofukraini1712cana_meta.xml,repub_state,4,1
cius_journal,journalofukraini1712cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini1712cana_meta.xml,scandate,20160519192347,1
cius_journal,journalofukraini1712cana_meta.xml,scanfee,250,1
cius_journal,journalofukraini1712cana_meta.xml,scanner,scribe1.alberta.archive.org,1
cius_journal,journalofukraini1712cana_meta.xml,scanningcenter,alberta,1
cius_journal,journalofukraini1712cana_meta.xml,shiptracking,cius01,1
cius_journal,journalofukraini1712cana_meta.xml,sponsor,University of Alberta Libraries,1
cius_journal,journalofukraini1712cana_meta.xml,sponsordate,20160531,1
cius_journal,journalofukraini1712cana_meta.xml,subject,Ukrainian literature,1
cius_journal,journalofukraini1712cana_meta.xml,title,Journal of Ukrainian Studies,1
cius_journal,journalofukraini1712cana_meta.xml,updatedate,2016-05-18 16:43:46,1
cius_journal,journalofukraini1712cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini1712cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini1712cana_meta.xml,volume,"17, no. 1-2",1
cius_journal,journalofukraini1712cana_meta.xml,year,Summer/Winter 1992,1
cius_journal,journalofukraini1812cana_meta.xml,addeddate,2016-05-18 16:43:52,1
cius_journal,journalofukraini1812cana_meta.xml,bookplateleaf,0002,1
cius_journal,journalofukraini1812cana_meta.xml,camera,Canon EOS 5D Mark II,1
cius_journal,journalofukraini1812cana_meta.xml,cat_key,441050,1
cius_journal,journalofukraini1812cana_meta.xml,collection,toronto,4
cius_journal,journalofukraini1812cana_meta.xml,collection,university_of_alberta_libraries,3
cius_journal,journalofukraini1812cana_meta.xml,collection,ualberta_ukrainian_studies,3
cius_journal,journalofukraini1812cana_meta.xml,collection,cius_journal,3
cius_journal,journalofukraini1812cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini1812cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
cius_journal,journalofukraini1812cana_meta.xml,date,1993,1
cius_journal,journalofukraini1812cana_meta.xml,description,38 43,3
cius_journal,journalofukraini1812cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
cius_journal,journalofukraini1812cana_meta.xml,description,Parallel title romanized,3
cius_journal,journalofukraini1812cana_meta.xml,foldoutcount,0,1
cius_journal,journalofukraini1812cana_meta.xml,identifier,journalofukraini1812cana,1
cius_journal,journalofukraini1812cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini1812cana,1
cius_journal,journalofukraini1812cana_meta.xml,identifier-ark,ark:/13960/t1pg6c97b,1
cius_journal,journalofukraini1812cana_meta.xml,imagecount,302,1
cius_journal,journalofukraini1812cana_meta.xml,invoice,1,1
cius_journal,journalofukraini1812cana_meta.xml,language,English,1
cius_journal,journalofukraini1812cana_meta.xml,lccn,80646931 //r82,1
cius_journal,journalofukraini1812cana_meta.xml,mediatype,texts,1
cius_journal,journalofukraini1812cana_meta.xml,note,"This issues features a personal memoir of the establishment of the Canadian Institute of Ukrainian Studies at the University of Alberta, articles on Ukrainian historiography; deportation, incarceration and forced resettlement of Ukrainians in the Soviet Period; a brief biography of Oleksander Shumsky; articles on the Ukrainian people in the beginning of the twentieth century; Tyt Myskovsky; the Workers and National-Democratic Movements in contemporary Ukraine; the Andiievska Chronicle; and a productive deverbal derivation in modern Ukrainian. The issue also features reviews of Ihor Kalynets poetry as well as Andrej Kepinskis Lach i Moskal.",1
cius_journal,journalofukraini1812cana_meta.xml,ocr,ABBYY FineReader 11.0,1
cius_journal,journalofukraini1812cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini1812cana_meta.xml,page-progression,lr,1
cius_journal,journalofukraini1812cana_meta.xml,ppi,500,1
cius_journal,journalofukraini1812cana_meta.xml,publicdate,2016-05-18 15:41:34,1
cius_journal,journalofukraini1812cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
cius_journal,journalofukraini1812cana_meta.xml,repub_seconds,657,1
cius_journal,journalofukraini1812cana_meta.xml,repub_state,4,1
cius_journal,journalofukraini1812cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
cius_journal,journalofukraini1812cana_meta.xml,scandate,20160519191104,1
cius_journal,journalofukraini1812cana_meta.xml,scanfee,250,1
cius_journal,journalofukraini1812cana_meta.xml,scanner,scribe1.alberta.archive.org,1
cius_journal,journalofukraini1812cana_meta.xml,scanningcenter,alberta,1
cius_journal,journalofukraini1812cana_meta.xml,shiptracking,cius01,1
cius_journal,journalofukraini1812cana_meta.xml,sponsor,University of Alberta Libraries,1
cius_journal,journalofukraini1812cana_meta.xml,sponsordate,20160531,1
cius_journal,journalofukraini1812cana_meta.xml,subject,Ukrainian literature,1
cius_journal,journalofukraini1812cana_meta.xml,title,Journal of Ukrainian Studies,1
cius_journal,journalofukraini1812cana_meta.xml,updatedate,2016-05-18 16:43:50,1
cius_journal,journalofukraini1812cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini1812cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
cius_journal,journalofukraini1812cana_meta.xml,volume,"18, no. 1-2",1
cius_journal,journalofukraini1812cana_meta.xml,year,Summer/Winter 1993,1
cius_journal,journalofukraini191cana_meta.xml,addeddate,2016-05-18 16:43:56,1
cius_journal,journalofukraini191cana_meta.xml,bookplateleaf,0006,1
cius_journal,journalofukraini191cana_meta.xml,camera,Canon EOS 5D Mark II,1
cius_journal,journalofukraini191cana_meta.xml,cat_key,441050,1
