ia id	catkey	title	subjects
guidetotraininge00albe_0	2073360	A guide to training and employment programs for the private sector / [electronic resource] Alberta Career Development and Employment.	Occupational training--Alberta.--Employment subsidies--Alberta.--Full employment policies--Alberta.--Small business--Alberta--Finance.--Unemployed--Services for--Alberta.--Public service employment--Alberta.;
annualreportdipl1993albe	1393701	Annual report, Diploma Examinations Program. [electronic resource]	Education--Alberta--Evaluation--Statistics--Periodicals.--Education, Secondary--Alberta--Statistics--Periodicals.--Examinations--Alberta--Interpretation--Statistics--Periodicals.;
alternativeagric00albe_0	4325317	Alternative agricultural markets in Alberta, 2008 : [electronic resource] report.	Agricultural diversification--Alberta.--Agricultural industries--Marketing.--Marketing research.--Tourism--Alberta.--Agriculture and state--Alberta.--Value added--Alberta.--Alternative agriculture--Alberta.;
guidelinesformun00albe_1	2409882	Guidelines for municipal wastewater irrigation. [electronic resource]	Sewage irrigation.--Sewage irrigation--Alberta.;
foundationnursing199192	901722	Annual report. [electronic resource]	Alberta Foundation for Nursing Research.--Nursing--Research--Periodicals.--Nursing--Research--Alberta--Periodicals.;
guideformidlifec00albe_0	2676083	A guide for midlife career moves. [electronic resource]	Occupational mobility.--Job enrichment.--Career development.;
seniorsprogramss00albe_5	3143445	Seniors programs and services information guide / [electronic resource] Alberta Seniors.	Older people--Services for--Alberta--Periodicals.--Older people--Services for--Alberta--Directories.--Old Age Assistance--Alberta.;
achievingquality00albe	1996473	Achieving quality : [electronic resource] final report of the Educational Quality Indicators Initiative.	Educational indicators--Alberta.--Educational accountability--Alberta.--Education--Alberta--Aims and objectives.;
summervillageofs00albe_0	1890660	Summer Village of South Baptiste land use bylaw 5-84, 1984. [electronic resource]	Land use--Law and legislation--Alberta--West Baptiste.--Land use--Alberta--West Baptiste--Planning.--City planning--Alberta--West Baptiste.;
liceagentoct1981	6342543	Licensee or agent and address. [electronic resource]	Petroleum industry and trade--Alberta--Directories.;
littratieetalpha00albe_0	4175657	Littératie et alphabétisation, bien plus que des mots : [electronic resource] sommaire des commentaires sur le cadre de littératie et d'alphabétisation pour l'Alberta.	Literacy--Alberta.--Literacy programs--Alberta.--Literacy--Government policy--Alberta.--Functional literacy--Alberta.;
departmentalexam30albe_5	1944046	Departmental examinations, [grade 12] 1966. [electronic resource]	Examinations--Alberta--Questions.;
abstatrev1990qu3	762565	Alberta statistical review. [electronic resource]	Alberta--Statistics--Periodicals.--Alberta--Economic conditions--Periodicals.;
grade12diplomae2000albe_1	1761209	Grade 12 diploma examination. English 33. Part B, Reading (Multiple choice). [electronic resource]	English language--Alberta--Examinations, questions, etc.--Periodicals.--English literature--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
establishingnati00smre	2663885	Establishing native plant communities / [electronic resource] Ann Smreciu, Heather Sinton, David Walker and Jeanie Bietz.	Plant ecology--Alberta.--Botany--Alberta.--Revegetation--Alberta.;
withinourborders00alb_zzj	407869	Within our borders. [electronic resource]	Alberta--Periodicals.;
statusofwoodland00cich_0	4782681	Status of the Woodland Caribou (Rangifer tarandus caribou) in Alberta : [electronic resource] update 2010 / prepared for: Alberta Sustainable Resource Development (ASRD), Alberta Conservation Association (ACA) ; update prepared by: Deborah Cichowski.	Woodland caribou--Alberta.--Woodland caribou--Habitat--Alberta.--Wildlife management--Alberta.;
albertamunicipal00albe_8	3047133	Alberta municipality profile, 2001 census of agriculture : [electronic resource] Central Region.	Agriculture--Alberta--Statistics.;
albertapublicwor00albe	816298	Alberta Public Works, Supply and Services terms of reference for the proposed Pine Coulee Project environmental impact assessment. [electronic resource]	Environmental impact analysis--Alberta--Pine Coulee Region.--Reservoirs--Environmental aspects--Alberta--Pine Coulee Region.--Water--Storage--Alberta--Willow Creek Basin.--Willow Creek Watershed (Alta.)--Pine Coulee (Alta.);
occupationalheal00albe	812758	Occupational health and safety review / [electronic resource] Alberta Occupational Health and Safety.	Alberta.--Alberta Occupational Health and Safety--Periodicals.--Industrial hygiene--Alberta--Periodicals.--Industrial safety--Alberta--Periodicals.;
lmentsessentiels00albe_1	3945876	Éléments essentiels du programme d'adaptation scolaire destiné aux élèves aveugles ou ayant des déficiences visuelles. [electronic resource]	Enfants aveugles--Éducation--Alberta.--Enfants handicapés visuels--Éducation--Alberta.--Aveugles--Éducation--Alberta.--Éducation spéciale--Alberta.;
dinosaursdistant00land	604259	Dinosaurs and distant drums : [electronic resource] the future for Alberta's heritage resources / prepared by A.G. Landals.	Heritage tourism--Alberta.--Cultural property--Alberta.--Conservation of natural resources--Alberta.--Historic sites--Alberta--Conservation and restoration.--Culture--Alberta.--Alberta--Cultural policy.--Alberta--Antiquities--Collection and preservation.;
opportunitiestou00albe	1339179	Opportunities to use coal in enhanced oil recovery. [electronic resource]	Coal--Alberta.--Secondary recovery of oil--Alberta.--Petroleum industry and trade--Alberta.--Petroleum industry and trade.;
villageofcarolin00albe	3941450	Village of Caroline dissolution study / [electronic resource] Alberta Municipal Affairs and Housing.	Municipal services--Alberta--Caroline.--Municipal finance--Alberta--Caroline.--Municipal government--Alberta--Caroline.--Finance, Public--Alberta--Caroline.--City planning--Alberta--Caroline.--Local government--Alberta--Caroline.--Caroline (Alta.).;
departmentalexam83albe	710858	Departmental examinations, 1929. [electronic resource]	Examinations--Alberta--Questions.;
english30diplom1995albe_0	797782	English 30 diploma examination results. [electronic resource]	English language--Alberta--Examinations--Statistics--Periodicals.--Examinations--Alberta--Statistics--Periodicals.;
inventoryofmajor2011albe	1812176	Inventory of major Alberta projects. [electronic resource]	Economic development projects--Alberta--Periodicals.;
proceedingsoffir00alla	829526	Proceedings of the first All-Alberta Applied Statistics and Biometrics Workshop / [electronic resource] L.Z. Florence and L.A. Goonewardene, editors.	Biometry--Congresses.--Agriculture--Statistics--Congresses.;
mentalhealthinno00nort_2	2514839	Mental health in northern Alberta : [electronic resource] addressing the issues, position paper.	Mental health services--Alberta, Northern.--Mental health planning--Alberta, Northern.--Mental health policy--Alberta, Northern.;
statusofvernasfl00anwe_0	4160197	Status of the Verna's Flower Moth (Schinia verna) in Alberta / [electronic resource] prepared for: Alberta Sustainable Resource Development (SRD), Alberta Conservation Association (ACA); prepared by: Gary Anweiler.	Schinia--Alberta.--Noctuidae.--Moths--Alberta.--Endangered species--Alberta.;
agriculturalleas00albe	2155823	Agricultural lease review report. [electronic resource]	Public lands--Management--Public opinion.--Land tenure--Alberta.--Public lands--Government policy--Alberta.--Land use--Alberta--Management--Public opinion.--Alberta--Public lands.--Alberta--Public lands--Public opinion.;
parksuserstats1992	950663	Park user statistics. Fiscal year summary. [electronic resource]	Recreational surveys--Alberta--Periodicals.--Outdoor recreation--Alberta--Statistics--Periodicals.--Provincial parks and reserves--Alberta--Visitors--Statistics--Periodicals.--Provincial parks and reserves--Alberta--Statistics--Periodicals.;
reporttoalbertan01albe	2001267	Report to Albertans / [electronic resource] the Alberta Financial Review Commission.	Alberta Heritage Savings Trust Fund.--Finance, Public--Alberta.--Budget--Alberta.--Debts, Public--Alberta.--Deficit financing--Alberta.--Fiscal policy--Alberta.--Government lending--Alberta.--Alberta--Economic conditions--1945-;
methodsforrecove00albe	1335124	Methods for the recovery and reuse of waste heat in some commercial operations. [electronic resource]	Heat recovery.--Waste heat.;
bulletindinforma00albe_1	2069332	Bulletin d'information. Français/French language arts 6e année. [electronic resource]	Français (Langue)--Alberta--Examens.--Sixième année (Éducation)--Alberta--Examens.--Examens--Alberta.;
legislativeassem00albe	801678	Legislative Assembly estimates. [electronic resource]	Alberta.--Legislative Assembly--Appropriations and expenditures--Periodicals.--Alberta--Appropriations and expenditures--Statistics--Periodicals.;
empsklsguide1984	796142	Employment Skills Program general guidelines. [electronic resource]	Occupational training--Alberta--Periodicals.--Manpower policy--Alberta--Periodicals.;
limnologicalasse00mitc	2445184	Limnological assessment of the Oldman River reservoir / [electronic resource] prepared by: Patricia Mitchell.	Water quality--Alberta--Oldman Reservoir.--Limnology--Alberta--Oldman Reservoir.--Oldman River Reservoir (Alta.)--Oldman River (Alta.);
watersupplyoutlook199002	658327	Water supply outlook for Alberta / [electronic resource] produced by River Forecast Centre, Hydrogeology Branch and Survey Branch.	Precipitation (Meteorology)--Alberta--Measurement--Periodicals.--Water-supply--Alberta--Periodicals.;
examenenvuedudip00albe_98	1726693	Examen en vue du diplôme douzième année. Physique 30. [electronic resource]	Physique--Alberta--Examens.--Examens--Questions.;
albertasagricult1989albe	890005	Alberta's agricultural processing industry directory. [electronic resource]	Agricultural processing industries--Alberta--Directories.--Food industry and trade--Alberta--Directories.;
opposingapplicat00fami_0	2425259	Opposing an application that involves child support. [electronic resource]	Child support--Law and legislation--Alberta.--Domestic relations courts--Alberta.;
educationtechnol00hath	620101	Education and technology at the crossroads : [electronic resource] choosing a new direction / Warren E. Hathaway.	Educational innovations.--Educational technology.;
vision202003ande	654603	Vision 2020. [electronic resource]	City planning--Alberta.--Mission statements--Alberta.--Strategic planning--Alberta.--Planning--Alberta.--Social prediction--Alberta.--Population forecasting--Alberta.--Economic forecasting--Alberta.--Alberta--Economic conditions--1984-;
annualreport1995albe_0	1800584	Annual report / [electronic resource] Ministry of Environmental Protection.	Alberta.--Alberta Environmental Protection--Periodicals.--Environmental protection--Alberta--Periodicals.;
frameworkforalbe00albe	2005112	A framework for Alberta's special places. [electronic resource]	Physical geography--Alberta.--Natural areas--Alberta.--Wilderness areas--Alberta.;
albertaprovincia61albe	1831894	Alberta provincial electoral division profile. [electronic resource]	Election districts--Alberta--Statistics.--Alberta--Census, 1991.--Alberta--Statistics.--Alberta--Population--Statistics.;
grade12diplomae999albe_21	914685	Grade 12 diploma examination. Physics 30. [electronic resource]	Physics--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
grade12diplomae998albe_12	914659	Grade 12 diploma examination. Social studies 30. [electronic resource]	Social sciences--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
