Column 1	LC-ID	match-ID	score	VIAF-C	VIAF-IDC	score-c	org	Column 3	Column 4	blank
Shillington, C. Howard.				Shillington, C. Howard.			Person		http://example.org/1035390#Agent100-9	
Small, Christopher.	102483125	102483125	1	Small, Christopher.			Person		http://example.org/107958#Agent100-10	
Orwell, George, 1903-1950	95155403	95155403	0.9615384615	Orwell, George, 1903-1950			Person		http://example.org/107958#Agent600-18	
Slonimsky, Nicolas, 1894-1995.	61581081	61581081	0.9666666667	Slonimsky, Nicolas, 1894-1995.			Person		http://example.org/1082949#Agent100-10	
Eggleston, Wilfrid, 1901-				Eggleston, Wilfrid, 1901-			Person		http://example.org/1045994#Agent100-17	
Bagby, Wesley Marvin, 1922-	94109	94109	0.8709677419	Bagby, Wesley Marvin, 1922-			Person		http://example.org/1043047#Agent100-11	
Buckley, Horace Mann, 1883-	307461696	307461696	1	Buckley, Horace Mann, 1883-			Person		http://example.org/103432#Agent700-21	
Place, Irene Magdaline Glazik, 1912-	105856658	105856658	1	Place, Irene Magdaline Glazik, 1912-			Person		http://example.org/1011192#Agent100-13	
Strony, Madeline S.,	26607207	26607207	0.95	Strony, Madeline S.,			Person		http://example.org/1011192#Agent700-23	
Macmillan, William M. (William Miller), 1885-1974.	50023962	50023962	0.98	Macmillan, William M. (William Miller), 1885-1974.			Person		http://example.org/1054296#Agent100-11	
South African Communist Party.		149585257		South African Communist Party.	149585257	0.8666666667	Organization		http://example.org/1050282#Agent110-12	
South African Communist Party.		149585257		South African Communist Party.	149585257	0.8666666667	Organization		http://example.org/1050282#Agent610-20	
New Fabian Research Bureau (Great Britain)		132142110		New Fabian Research Bureau (Great Britain)	132142110	1	Organization		http://example.org/1055613#Agent710-27	
Orwell, George, 1903-1950.	95155403	95155403	1	Orwell, George, 1903-1950.			Person		http://example.org/1055643#Agent100-13	
Montgomery, L. M. (Lucy Maud), 1874-1942.	3.01455423590966E+019	3.01455423590966E+019	0.9512195122	Montgomery, L. M. (Lucy Maud), 1874-1942.			Person		http://example.org/1037322#Agent100-13	
Kidder, Tracy.	52278563	52278563	1	Kidder, Tracy.			Person		http://example.org/1047907#Agent100-12	
Corona, Juan, 1934-	8660288	8660288	1	Corona, Juan, 1934-			Person		http://example.org/1047907#Agent600-21	
Museum of Primitive Art (New York, N.Y.)		134688705		Museum of Primitive Art (New York, N.Y.)	134688705	1	Organization		http://example.org/1078646#Agent110-11	
Sainsbury, Robert J	115900986	115900986	0.95	Sainsbury, Robert J			Person		http://example.org/1078646#Agent600-20	
Sainsbury, Lisa	296776124	296776124	1	Sainsbury, Lisa			Person		http://example.org/1078646#Agent600-21	
Serraillier, Ian.				Serraillier, Ian.			Person		http://example.org/1068779#Agent100-10	
Wegner, Fritz,	100239171	100239171	0.9285714286	Wegner, Fritz,			Person		http://example.org/1068779#Agent700-19	
Baum, Daniel Jay, 1934-	109600392	109600392	1	Baum, Daniel Jay, 1934-			Person		http://example.org/104084#Agent100-11	
United States.				United States.			Jurisdiction		http://example.org/104084#Agent610-19	
Asimov, Isaac, 1920-1992.	24597135	24597135	1	Asimov, Isaac, 1920-1992.			Person		http://example.org/1041665#Agent100-10	
George, F. H. (Frank Honywill), 1921-	47315149	47315149	1	George, F. H. (Frank Honywill), 1921-			Person		http://example.org/1055291#Agent100-12	
Humphries, John D.,	3153440	3153440	0.9473684211	Humphries, John D.,			Person		http://example.org/1055291#Agent700-22	
Willcox, A. R.	34473823	34473823	0.9285714286	Willcox, A. R.			Person		http://example.org/1078664#Agent100-13	
Hellström, Pontus.	59097241	59097241	1	Hellström, Pontus.			Person		http://example.org/1007166#Agent100-10	
Langballe, Hans.	208849735	208849735	0.9375	Langballe, Hans.			Person		http://example.org/1007166#Agent700-21	
Scandinavian Joint Expedition to Sudanese Nubia.		128464622		Scandinavian Joint Expedition to Sudanese Nubia.	128464622	0.9375	Meeting		http://example.org/1007166#Agent811-22	
Wilman, M. (Maria), 1867-1957.	48947152	48947152	0.9666666667	Wilman, M. (Maria), 1867-1957.			Person		http://example.org/1051788#Agent100-10	
Alexander McGregor Memorial Museum.		139647777		Alexander McGregor Memorial Museum.	139647777	0.9714285714	Organization		http://example.org/1051788#Agent710-21	
Lawrence, D. H. (David Herbert), 1885-1930.	95150359	95150359	0.9534883721	Lawrence, D. H. (David Herbert), 1885-1930.			Person		http://example.org/1049032#Agent100-9	
Roos, Paavo.	67919441	67919441	1	Roos, Paavo.			Person		http://example.org/1054511#Agent100-11	
Bugbee, Willis N. (Willis Newton), 1870-	34114678	34114678	1	Bugbee, Willis N. (Willis Newton), 1870-			Person		http://example.org/1019552#Agent100-10	
Schönberger, Arno, 1915-	54954954	54954954	1	Schönberger, Arno, 1915-			Person		http://example.org/1077795#Agent100-11	
Soehner, Halldor,	10364389	10364389	0.9411764706	Soehner, Halldor,			Person		http://example.org/1077795#Agent700-23	
Schouten, Jan.	46845148	46845148	0.9285714286	Schouten, Jan.			Person		http://example.org/1080889#Agent100-12	
Delany, M. J.	111067969	111067969	1	Delany, M. J.			Person		http://example.org/106061#Agent100-11	
Proctor, John W.	293557138	293557138	1	Proctor, John W.			Person		http://example.org/1011610#Agent100-9	
Porcher, Jean.				Porcher, Jean.			Person		http://example.org/1087840#Agent100-11	
O'Brien of Lothbury, Leslie Kenneth O'Brien, Baron, 1908-	92304179	92304179	1	O'Brien of Lothbury, Leslie Kenneth O'Brien, Baron, 1908-			Person		http://example.org/107861#Agent100-9	
al-Bank al-Ahlī al-Mịsrī.				al-Bank al-Ahlī al-Mịsrī.			Organization		http://example.org/107861#Agent810-19	
Forman, Lewis W.	48930302	48930302	1	Forman, Lewis W.			Person		http://example.org/1010981#Agent100-12	
Bailey, Earl L., 1924-2003,	13576021	13576021	0.962962963	Bailey, Earl L., 1924-2003,			Person		http://example.org/1010981#Agent700-23	
National Industrial Conference Board.		136901327		National Industrial Conference Board.	136901327	0.8918918919	Organization		http://example.org/1010981#Agent710-24	
Brown, Donald R., 1925- ,				Brown, Donald R., 1925- ,			Person		http://example.org/1030180#Agent700-25	
Bryn Mawr College.		156742565		Bryn Mawr College.	156742565	0.8888888889	Organization		http://example.org/1030180#Agent710-26	
Rueff, Jacques.	4936193	4936193	0.9333333333	Rueff, Jacques.			Person		http://example.org/1016646#Agent100-10	
Hirsch, Fred,				Hirsch, Fred,			Person		http://example.org/1016646#Agent700-20	
Kulich, Jindra.	105855685	105855685	1	Kulich, Jindra.			Person		http://example.org/1070982#Agent100-14	
University of British Columbia. Faculty of Education.		143161474		University of British Columbia. Faculty of Education.	143161474	1	Organization		http://example.org/1070982#Agent710-24	
University of British Columbia. Dept. of University Extension.		134689986		University of British Columbia. Dept. of University Extension.	134689986	0.8939393939	Organization		http://example.org/1070982#Agent710-25	
Little, Walter.				Little, Walter.			Person		http://example.org/1056271#Agent100-13	
Graham, David Ralph, 1943-	260416983	260416983	1	Graham, David Ralph, 1943-			Person		http://example.org/10766#Agent100-12	
University of Texas at Austin. Bureau of Business Research.		150705943		University of Texas at Austin. Bureau of Business Research.	150705943	0.9491525424	Jurisdiction		http://example.org/10766#Agent810-24	
Lorant, John Herman, 1932-.				Lorant, John Herman, 1932-.			Person		http://example.org/1024167#Agent100-11	
Philpott, William H., 1919-	50536460	50536460	1	Philpott, William H., 1919-			Person		http://example.org/1030516#Agent100-9	
Society for Autistic Children.				Society for Autistic Children.			Organization		http://example.org/1030516#Agent710-21	
Conference on the Role of Colleges and Universities in International Understanding, Estes Park, Colo., 1949.				Conference on the Role of Colleges and Universities in International Understanding, Estes Park, Colo., 1949.			Meeting		http://example.org/1065902#Agent111-10	
Nostrand, Howard Lee, 1910-2004,	64147698	64147698	0.96875	Nostrand, Howard Lee, 1910-2004,			Person		http://example.org/1065902#Agent700-20	
Brown, Francis J. (Francis James), 1894-1959,				Brown, Francis J. (Francis James), 1894-1959,			Person		http://example.org/1065902#Agent700-21	
Sinauer, Ernst M., 1918-	58741972	58741972	1	Sinauer, Ernst M., 1918-			Person		http://example.org/1065883#Agent100-11	
Alexander, Yonah.	91229426	91229426	0.9411764706	Alexander, Yonah.			Person		http://example.org/1030943#Agent100-11	
Smyth, Bernard W.	72397529	72397529	1	Smyth, Bernard W.			Person		http://example.org/10122#Agent100-13	
Cooke, Helen J.	29129867	29129867	1	Cooke, Helen J.			Person		http://example.org/1016378#Agent100-12	
National Bureau of Economic Research.		135446122		National Bureau of Economic Research.	135446122	1	Organization		http://example.org/1022079#Agent710-20	
Brookings Institution.		143076482		Brookings Institution.	143076482	1	Organization		http://example.org/1022079#Agent710-21	
International Congress for the United States of Education. 3d, Oslo, 1961.				International Congress for the United States of Education. 3d, Oslo, 1961.			Meeting		http://example.org/1061867#Agent111-10	
Sandven, Johannes,	163462122	163462122	0.9444444444	Sandven, Johannes,			Person		http://example.org/1061867#Agent700-20	
Nihon Yunesuko Kokunai Iinkai.		122562768		Nihon Yunesuko Kokunai Iinkai.	122562768	1	Organization		http://example.org/1057958#Agent110-13	
Minshu Kyōiku Kyōkai.				Minshu Kyōiku Kyōkai.			Organization		http://example.org/1057958#Agent710-23	
Baxter, Bernice.	302473722	302473722	0.9375	Baxter, Bernice.			Person		http://example.org/1064361#Agent100-13	
Greene, Mark Richard, 1923-2012.	108252988	108252988	0.96875	Greene, Mark Richard, 1923-2012.			Person		http://example.org/1000026#Agent100-11	
Breckman, G. Kris.				Breckman, G. Kris.			Person		http://example.org/1061085#Agent100-10	
Gordon Bell High School, Winnipeg, Manitoba.				Gordon Bell High School, Winnipeg, Manitoba.			Organization		http://example.org/1061085#Agent610-18	
Bhandari, K. C.	116299185	116299185	1	Bhandari, K. C.			Person		http://example.org/1019250#Agent100-12	
Delorme, Robert, 1931-	110240050	110240050	0.8461538462	Delorme, Robert, 1931-			Person		http://example.org/100689#Agent100-11	
Vajda, Imre.	69456873	69456873	1	Vajda, Imre.			Person		http://example.org/1010498#Agent100-11	
General Agreement on Tariffs and Trade (Organization)		164365655		General Agreement on Tariffs and Trade (Organization)	164365655	1	Organization		http://example.org/1009339#Agent110-10	
Greer-Wootten, Bryn.	166136418	166136418	0.95	Greer-Wootten, Bryn.			Person		http://example.org/1013239#Agent100-9	
Glenn, John Elmer.				Glenn, John Elmer.			Person		http://example.org/107353#Agent100-11	
Beers, Roland F.	60203908	60203908	1	Beers, Roland F.			Person		http://example.org/107633#Agent700-20	
Bassett, Edward G. (Edward Graham), 1927-1999.				Bassett, Edward G. (Edward Graham), 1927-1999.			Person		http://example.org/107633#Agent700-21	
Beers, Roland F.	60203908	60203908	1	Beers, Roland F.			Person		http://example.org/1075675#Agent700-25	
Tilghman, R. Carmichael, 1904-1999.				Tilghman, R. Carmichael, 1904-1999.			Person		http://example.org/1075675#Agent700-26	
Bassett, Edward G. (Edward Graham), 1927-1999.				Bassett, Edward G. (Edward Graham), 1927-1999.			Person		http://example.org/1075675#Agent700-27	
Miles Laboratories.		143699083		Miles Laboratories.	143699083	0.9473684211	Organization		http://example.org/1075675#Agent710-28	
Dainow, Joseph, 1906- ,	57857471	57857471	0.9130434783	Dainow, Joseph, 1906- ,			Person		http://example.org/1062238#Agent700-23	
Louisiana State University and Agricultural and Mechanical College. Institute of Civil Law Studies.				Louisiana State University and Agricultural and Mechanical College. Institute of Civil Law Studies.			Organization		http://example.org/1062238#Agent710-24	
Landheer, Bartholomeus, 1904-	111209449	111209449	0.8787878788	Landheer, Bartholomeus, 1904-			Person		http://example.org/1074637#Agent100-11	
Asia-Pacific Conference on Libraries and National Development, Seoul, Korea, 1969.				Asia-Pacific Conference on Libraries and National Development, Seoul, Korea, 1969.			Meeting		http://example.org/1071757#Agent111-10	
Han'guk Tosŏgwan Hyŏphoe.		143703624		Han'guk Tosŏgwan Hyŏphoe.	143703624	1	Organization		http://example.org/1071757#Agent710-19	
Lange, Torsten, 1945-	7.52114839084901E+021	7.52114839084901E+021	1	Lange, Torsten, 1945-			Person		http://example.org/1000618#Agent100-13	
Dunn, John Joseph, 1932-.				Dunn, John Joseph, 1932-.			Person		http://example.org/1075779#Agent100-10	
Macpherson, James, 1736-1796.	100201047	100201047	1	Macpherson, James, 1736-1796.			Person		http://example.org/1075779#Agent600-20	
Jacobsson, Per, 1894-1963.	97652947	97652947	1	Jacobsson, Per, 1894-1963.			Person		http://example.org/1017496#Agent100-10	
Soddy, Frederick, 1877-1956.	5014335	5014335	0.9642857143	Soddy, Frederick, 1877-1956.			Person		http://example.org/1015501#Agent100-10	
Gouré, Leon.	33242917	33242917	0.9166666667	Gouré, Leon.			Person		http://example.org/1033154#Agent100-12	
Kohler, Foy D.,	50470161	50470161	0.9333333333	Kohler, Foy D.,			Person		http://example.org/1033154#Agent700-23	
Harvey, Mose L.,	60371126	60371126	0.9375	Harvey, Mose L.,			Person		http://example.org/1033154#Agent700-24	
American Society of Mechanical Engineers. Fluids Engineering Division.		146033160		American Society of Mechanical Engineers. Fluids Engineering Division.	146033160	1	Organization		http://example.org/1065715#Agent710-20	
American Society of Mechanical Engineers. Heat Transfer Division.		148772504		American Society of Mechanical Engineers. Heat Transfer Division.	148772504	0.9076923077	Organization		http://example.org/1065715#Agent710-21	
Joint Fluids Engineering, Heat Transfer and Lubrication Conference, Detroit, 1970.				Joint Fluids Engineering, Heat Transfer and Lubrication Conference, Detroit, 1970.			Meeting		http://example.org/1065715#Agent711-22	
Jones, Charles O.	32035445	32035445	1	Jones, Charles O.			Person		http://example.org/1045776#Agent100-11	
United States. Congress		128620508		United States. Congress	128620508	1	Jurisdiction		http://example.org/1045776#Agent610-19	
Ripley, Randall B.	64093772	64093772	1	Ripley, Randall B.			Person		http://example.org/1045776#Agent700-22	
Guttmacher, Manfred S. (Manfred Schanfarber), 1898-1966.	61923037	61923037	0.9821428571	Guttmacher, Manfred S. (Manfred Schanfarber), 1898-1966.			Person		http://example.org/105513#Agent100-11	
Steyn, Johan Heinrich, 1902-.				Steyn, Johan Heinrich, 1902-.			Person		http://example.org/1019909#Agent100-12	
South African Institute of Race Relations.		132182381		South African Institute of Race Relations.	132182381	0.9047619048	Organization		http://example.org/1019909#Agent710-24	
Yates, Alfred,				Yates, Alfred,			Person		http://example.org/1061944#Agent700-24	
Unesco Institute for Education.		130849612		Unesco Institute for Education.	130849612	0.90625	Organization		http://example.org/1061944#Agent710-25	
American Association for the Advancement of Science.		135543655		American Association for the Advancement of Science.	135543655	0.9230769231	Organization		http://example.org/1039697#Agent110-11	
Niu, M. C. (Mann Chiang), 1914-	94622968	94622968	1	Niu, M. C. (Mann Chiang), 1914-			Person		http://example.org/1039697#Agent700-22	
Segal, Sheldon J. (Sheldon Jerome)	79505570	79505570	1	Segal, Sheldon J. (Sheldon Jerome)			Person		http://example.org/1039697#Agent700-23	
American Society of Zoologists. Division of Developmental Biology.		158245186		American Society of Zoologists. Division of Developmental Biology.	158245186	0.9848484848	Organization		http://example.org/1039697#Agent710-24	
Govier, Doris Eda.				Govier, Doris Eda.			Person		http://example.org/1010910#Agent100-11	
Kessel, Frank S.	48052895	48052895	1	Kessel, Frank S.			Person		http://example.org/1062958#Agent100-13	
Mehl, Warren Roy, 1920-.	21765995	21765995	0.9583333333	Mehl, Warren Roy, 1920-.			Person		http://example.org/1020735#Agent100-11	
American Theological Library Association.		155582666		American Theological Library Association.	155582666	0.9024390244	Organization		http://example.org/1020735#Agent610-21	
Scarangello, Anthony A., 1924-2008,	103603074	103603074	0.9714285714	Scarangello, Anthony A., 1924-2008,			Person		http://example.org/1067905#Agent700-22	
University of Delaware.		134621567		University of Delaware.	134621567	1	Organization		http://example.org/1067905#Agent710-23	
