Column 1	matched_ID	ID	score (0.8)	Column 2	Column 3	Column 4	blank
Thylén, Lars	864714910850557000000	8647149108505568780004;;	1	Person		http://example.org/6752283#Agent700-36	
Calhoun, Alison, 1979-	26737954	267379540	0.8461538462	Person		http://example.org/6861331#Agent100-16	
Montaigne, Michel de, 1533-1592	95153547	95153547;;	0.96875	Person		http://example.org/6861331#Agent600-26	
Plutarch	26895544	268955446;;	1	Person		http://example.org/6861331#Agent600-27	
Montaigne, Michel de, 1533-1592	95153547	95153547;;	0.96875	Person		http://example.org/6861331#Agent600-28	
Haghighat, Alireza	313450546			Person		http://example.org/6786217#Agent100-14	
Springstubb, Tricia	1606713	16067137	1	Person		http://example.org/6815509#Agent100-14	
Ford, Gilbert	102291677	102291677;;	0.9285714286	Person		http://example.org/6815509#Agent700-31	
Sorabji, Richard	1340565	13405652;314916575;108698334	1	Person		http://example.org/6799302#Agent100-16	
Tessman, Lisa, 1966-	9825723	98257233	0.8333333333	Person		http://example.org/6808329#Agent100-13	
Fox O'Mahony, Lorna	5638340	56383408;258313477;1158145857080422921875	1	Person		http://example.org/6747504#Agent700-33	
Hickey, Robin	12045534	120455349;4699149368800285980006;217147370531041440133	1	Person		http://example.org/6747504#Agent700-34	
O'Mahony, David	4698842	46988426;;217263895	1	Person		http://example.org/6747504#Agent700-35	
Gregory, Janet, 1953-	27262812	272628122	0.84	Person		http://example.org/6752505#Agent100-18	
Crispin, Lisa	25460200	254602009	1	Person		http://example.org/6752505#Agent700-31	
Harrington, John, 1966-	4612799		1	Person		http://example.org/6630460#Agent100-18	
Engard, Nicole C., 1979-	10747859	107478592	0.8571428571	Person		http://example.org/6798625#Agent700-34	
Staunton, Ted, 1956-	1863136	18631368	1	Person		http://example.org/6790494#Agent100-17	
Slavin, Bill	8574745	85747456;;	1	Person		http://example.org/6790494#Agent700-28	
Jansen, M. Angela	31147854	311478548;;2062145856848322920033	1	Person		http://example.org/6747500#Agent100-19	
Seilacher, Adolf	10936513	109365134	1	Person		http://example.org/6748962#Agent100-14	
Gishlick, Alan D	31145933	311459331	0.9411764706	Person		http://example.org/6748962#Agent700-29	
D'Onofrio, Giuseppe	27256311	272563111;116009055	1	Person		http://example.org/6744110#Agent100-29	
Zini, Gina	2392233	23922330	1	Person		http://example.org/6744110#Agent700-48	
Skidmore-Roth, Linda	112926523	112926523;271963845	1	Person		http://example.org/6733956#Agent100-18	
English, Jeryl D	16234167	162341671	0.9411764706	Person		http://example.org/6803009#Agent100-16	
Peltomäki, Timo	166484504	166484504;	0.9375	Person		http://example.org/6803009#Agent700-32	
Pham-Litschel, Kate	41514899603796000000	4.1514899603796E+020	1	Person		http://example.org/6803009#Agent700-33	
Akyalcin, Sercan	31664397	316643974	0.9411764706	Person		http://example.org/6803009#Agent700-34	
Riskin, Dan	8713149844977700000000		1	Person		http://example.org/6786870#Agent100-11	
Evans, Phil				Person		http://example.org/6808175#Agent100-19	
Evans, Phil				Person		http://example.org/6786003#Agent100-20	
Izzo, David Garrett	3462779	34627790	1	Person		http://example.org/6760915#Agent700-36	
Lipińska, Aleksandra	42086658	42086658;;	0.9523809524	Person		http://example.org/6815553#Agent100-19	
Taylor-Kucia, Jessica	20214936631138600000	2.02149366311386E+020	1	Person		http://example.org/6815553#Agent700-40	
Jance, Judith A	8547180	85471804	0.9375	Person		http://example.org/6776117#Agent100-12	
Sweeney, Joe				Person		http://example.org/6809462#Agent100-18	
Yorkey, Mike	15670927	15670927;	0.9230769231	Person		http://example.org/6809462#Agent700-35	
Rich, Steve, 1962-	22094926	220949265	1	Person		http://example.org/6804918#Agent100-19	
Carter, Rosalynn	16167709		1	Person		http://example.org/6804918#Agent600-31	
Woolf, Virginia, 1882-1941	39385478		0.962962963	Person		http://example.org/6803485#Agent100-16	
Fernald, Anne E	1909713	19097131	0.9375	Person		http://example.org/6803485#Agent700-31	
Woolf, Virginia, 1882-1941	39385478		0.962962963	Person		http://example.org/6803485#Agent800-32	
Brightwell, Emily	942302	9423022;	1	Person		http://example.org/6855748#Agent100-12	
Brightwell, Emily	942302	9423022;	1	Person		http://example.org/6855748#Agent800-30	
Al-Kutubi, Eiyad S	313429536		0.9473684211	Person		http://example.org/6775746#Agent100-17	
Ṣadr al-Dīn Shīrāzī, Muḥammad ibn Ibrāhīm, -1641	9817407	98174078	0.92	Person		http://example.org/6775746#Agent600-28	
Zhou, Jian, 1974-	30875199		1	Person		http://example.org/6744101#Agent700-33	
Zhou, Jian, 1974-	30875199		1	Person		http://example.org/6798539#Agent700-34	
Barlas, Gerassimos	19424494	19424494;	0.9473684211	Person		http://example.org/6809388#Agent100-18	
Kang, Mi-ok, 1965-	31598370	315983701;75782300	1	Person		http://example.org/6774785#Agent100-22	
Kerr, Christine				Person		http://example.org/6802355#Agent700-31	
Lindell, Ismo V	94521564	94521564;	1	Person		http://example.org/6855795#Agent100-19	
Faragallah, Osama S	30981997	309819974	0.95	Person		http://example.org/6798614#Agent100-18	
Granell, Ximo	31552408	315524082	1	Person		http://example.org/6809375#Agent100-18	
Sṭavans, ʻAnat	2407729	2407729;	0.8666666667	Person		http://example.org/6805563#Agent100-21	
Hoffmann, Charlotte				Person		http://example.org/6805563#Agent700-38	
Hu, Fei, 1972-....	73324259			Person		http://example.org/6786236#Agent700-26	
Kumar, Sunil				Person		http://example.org/6786236#Agent700-27	
Pagès, Jérôme	71409744	71409744;;	0.9285714286	Person		http://example.org/6748948#Agent100-14	
Pagès, Jérôme	71409744	71409744;;	0.9285714286	Person		http://example.org/6798612#Agent100-18	
Mariethoz, Gregoire	31061692	310616923	1	Person		http://example.org/6774291#Agent100-19	
Caers, Jef	5121171	51211714	0.9090909091	Person		http://example.org/6774291#Agent700-34	
Khoury, Fouad M	28765760	28765760;611147871990175170007	0.9375	Person		http://example.org/6748971#Agent100-14	
Watt, Martin	40164802		1	Person		http://example.org/6808969#Agent100-18	
Chen, Tuhao	30875307	308753072;92949924	1	Person		http://example.org/6657803#Agent100-14	
Cardin, Matt	4895068	48950682	1	Person		http://example.org/6774025#Agent700-30	
Henderson, Alexander C., 1980-	30743014	307430147	1	Person		http://example.org/6811232#Agent700-33	
Vallabhajosula, Brigitte	30982972	309829728;28144782958876607469	1	Person		http://example.org/6799315#Agent100-16	
Bishop, Anne	9911557		0.9230769231	Person		http://example.org/6849661#Agent100-13	
Floor, Willem M	110671944		0.9375	Person		http://example.org/6803237#Agent100-13	
Pope, Thomas Lee	3331927	Cannot parse to number	;	Person		http://example.org/6754316#Agent700-42	
Bloem, Hans L	30983002		0.9285714286	Person		http://example.org/6754316#Agent700-43	
Beltran, Javier (Professor of radiology)	30982949	309829498;609146997186318890056	1	Person		http://example.org/6754316#Agent700-44	
Morrison, William B	51149303	51149303;;	0.95	Person		http://example.org/6754316#Agent700-45	
Wilson, David J. (David John), 1952-	11484400		1	Person		http://example.org/6754316#Agent700-46	
Gahtan, Maia W. (Maia Wellington)	24378911	243789114	1	Person		http://example.org/6803631#Agent700-32	
Pegazzano, Donatella	7656200	76562003	1	Person		http://example.org/6803631#Agent700-33	
Silverman, Raymond Aaron	4447411	44474111	1	Person		http://example.org/6740422#Agent700-37	
Basu, Paul	1015770	10157706	0.9090909091	Person		http://example.org/6775945#Agent700-39	
Modest, Wayne	28193340	281933400;9017147270716735700002;317061501	1	Person		http://example.org/6775945#Agent700-40	
Nyland, Berenice	31070986	310709861;294836943	1	Person		http://example.org/6811162#Agent700-34	
Acker, Aleksandra	31070989	310709890;295743174	1	Person		http://example.org/6811162#Agent700-35	
Ferris, Jill	31070989	310709891	1	Person		http://example.org/6811162#Agent700-36	
Deans, Jan	17281028	172810286	1	Person		http://example.org/6811162#Agent700-37	
Hanna, Osseily, 1978-	30982159	309821595	1	Person		http://example.org/6788273#Agent100-19	
Church, Joseph, 1957-	54057195		1	Person		http://example.org/6813473#Agent100-25	
Saltzman, Steve	17314236	173142364	1	Person		http://example.org/6712557#Agent100-18	
Saltzman, Steve	17314236	173142364	1	Person		http://example.org/6713392#Agent100-16	
Randles, Clint, 1978-	30519624	305196248	1	Person		http://example.org/6769219#Agent700-29	
Elliott, David James				Person		http://example.org/6766275#Agent100-16	
Silverman, Marissa	2156480	21564807;312619255	1	Person		http://example.org/6766275#Agent700-29	
Sallis, Friedemann	42009583		0.9473684211	Person		http://example.org/6801636#Agent100-20	
Brown, Andrew R	56931788		0.9375	Person		http://example.org/6765387#Agent100-16	
Wheeler, Barbara L	278968103	278968103;	0.9473684211	Person		http://example.org/6733244#Agent700-30	
Rosenberg, Ruth E	307430216		0.9444444444	Person		http://example.org/6765768#Agent100-18	
Neville, Peter, 1944-	4693055		0.84	Person		http://example.org/6773557#Agent100-21	
Mussolini, Benito, 1883-1945	90162262		0.9655172414	Person		http://example.org/6773557#Agent600-35	
Sanjek, Roger, 1944-	11116363	111163638	0.8333333333	Person		http://example.org/6785975#Agent700-33	
Sanjek, Roger, 1944-	11116363	111163638	0.8333333333	Person		http://example.org/6803538#Agent700-35	
Miller, Michael, 1958-	19619339	196193397	1	Person		http://example.org/6809065#Agent100-18	
Rosenzweig, Gary	6174648	61746484	0.9411764706	Person		http://example.org/6784392#Agent100-18	
Jones, Gary (Gary Eugene)	30594896	305948963	1	Person		http://example.org/6784392#Agent700-33	
Rosenzweig, Gary	6174648	61746484	0.9411764706	Person		http://example.org/6784391#Agent100-18	
Rosenzweig, Gary	6174648	61746484	0.9411764706	Person		http://example.org/6784390#Agent100-18	
Miser, Brad	218634736	218634736;	1	Person		http://example.org/6784528#Agent100-18	
Miser, Brad	218634736	218634736;	1	Person		http://example.org/6784379#Agent100-19	
Ray, John, 1971-	32223305		0.8	Person		http://example.org/6784462#Agent100-18	
Ray, John				Person		http://example.org/6755238#Agent100-11	
Brumbaugh-Duncan, Cheryl	20149106022768500000	20149106022768490842;189171318	1	Person		http://example.org/6809233#Agent100-18	
Tymes, Elna	11172224		1	Person		http://example.org/6752696#Agent100-18	
American Association of Retired Persons				Organization		http://example.org/6752696#Agent710-34	
Butow, Eric	27534038	275340386	1	Person		http://example.org/6752509#Agent100-18	
Watson, Lonzell	3180899	31808996	1	Person		http://example.org/6752509#Agent700-31	
Louis, Bertin M., Jr	31061267	310612671	0.9523809524	Person		http://example.org/6815627#Agent100-17	
Moffett, Joe	2001694	20016944;;302903970	1	Person		http://example.org/6803105#Agent100-19	
Berman, Daniel W	68874246	68874246;235369065;101146284356915331230	0.9411764706	Person		http://example.org/6804096#Agent100-20	
Best, Cari	4952056	49520562;313251456;278018761	1	Person		http://example.org/6803075#Agent100-14	
Brantley-Newton, Vanessa	4621520	46215205	1	Person		http://example.org/6803075#Agent700-31	
Cherif, Feryal M	313283080	313283080;317055385	0.9411764706	Person		http://example.org/6774819#Agent100-15	
Nicolini, Claudio A	93617389	93617389;109220811;	0.95	Person		http://example.org/6812803#Agent700-29	
Mishra, Ajay Kumar	17077335	170773352;49382134;161406635	1	Person		http://example.org/6786293#Agent700-27	
Mirkin, Michael V., 1961-	16339959	163399595	0.8620689655	Person		http://example.org/6812752#Agent700-28	
Amemiya, Shigeru, 1971-	30982112	309821128	1	Person		http://example.org/6812752#Agent700-29	
Tomczyk, Michael	75273308		0.8421052632	Person		http://example.org/6706385#Agent100-22	
Shi, Donglu	305784421	305784421;114225519	1	Person		http://example.org/6752316#Agent100-23	
Guo, Zizheng	31331369	313313695	1	Person		http://example.org/6752316#Agent700-38	
Bedford, Nicholas	313313698		1	Person		http://example.org/6752316#Agent700-39	
Shi, Donglu	305784421	305784421;114225519	1	Person		http://example.org/6752566#Agent100-18	
Guo, Zizheng	31331369	313313695	1	Person		http://example.org/6752566#Agent700-31	
Bedford, Nicholas	313313698		1	Person		http://example.org/6752566#Agent700-32	
Pan, Dipanjan	669714870571974000000	6.69714870571974E+021	1	Person		http://example.org/6677728#Agent700-28	
Pan, Dipanjan	669714870571974000000	6.69714870571974E+021	1	Person		http://example.org/6798654#Agent700-32	
McClements, David Julian	30959383	309593832	1	Person		http://example.org/6677757#Agent100-15	
Tsuda, Akira	2914524376437440000		1	Person		http://example.org/6786182#Agent700-28	
Gehr, Peter	31271716	312717162;;	1	Person		http://example.org/6786182#Agent700-29	
Selimovič, Šeila	315701923			Person		http://example.org/6657819#Agent700-28	
Iniewski, Krzysztof, 1960-	5113508	51135089;267238464	1	Person		http://example.org/6657819#Agent700-29	
Musa, Sarhan M	106797219	106797219;305340165;297004939	0.9333333333	Person		http://example.org/6786253#Agent700-26	
Ischenko, A. A	311741142	311741142;;	0.8125	Person		http://example.org/6657826#Agent100-14	
Fetisov, G. V	164612830	164612830;154364435;238371651	0.9285714286	Person		http://example.org/6657826#Agent700-27	
Aslanov, L. A. (Leonid Aleksandrovich)	27386331	273863315;	1	Person		http://example.org/6657826#Agent700-28	
Hermansson, Leif	31349205	313492054;4979149198373774940002;311444655	1	Person		http://example.org/6677818#Agent100-15	
Bisquert, Juan	86949527	86949527;	0.9333333333	Person		http://example.org/6748907#Agent100-14	
Arias, José L				Person		http://example.org/6677746#Agent700-28	
Laurencin, Cato T	7172769	71727696	0.9444444444	Person		http://example.org/6712192#Agent700-32	
Nair, Lakshmi S	10180774	10180774;80334890	0.9375	Person		http://example.org/6712192#Agent700-33	
Faunce, Thomas Alured	2646594	26465946	1	Person		http://example.org/6749015#Agent700-25	
Chen, Ying (Professor)	4997741		1	Person		http://example.org/6812761#Agent700-28	
Behrendt, Ralf-Peter	29095408	290954085;	1	Person		http://example.org/6811131#Agent100-18	
Sagan, Olivia	30875773	308757733	1	Person		http://example.org/6773756#Agent100-23	
Orkin, Stuart H	27220590	27220590;305590676;314915647	0.9375	Person		http://example.org/6754317#Agent700-38	
Boasson, Elin Lerum, 1978-	17119628	171196280	1	Person		http://example.org/6783727#Agent100-22	
Vujačić, Veljko	305625203		1	Person		http://example.org/6849248#Agent100-14	
Weber, Max, 1864-1920	100180950	100180950;;	0.9545454545	Person		http://example.org/6849248#Agent600-25	
Vonk, Olivier W	232474181	232474181;305228746;265389540	0.9375	Person		http://example.org/6775973#Agent100-16	
Ho, Janice	31061483	310614832	1	Person		http://example.org/6849286#Agent100-14	
Kenins-Kings, Gundars				Person		http://example.org/6758310#Agent100-16	
McNabb, David E	51921538	51921538;118668588	0.9375	Person		http://example.org/6758310#Agent700-33	
Berlo, Janet Catherine	80255531	80255531;	0.9565217391	Person		http://example.org/6808303#Agent100-18	
Phillips, Ruth B. (Ruth Bliss), 1945-	9811820	98118208	1	Person		http://example.org/6808303#Agent700-31	
Harvey, Sean P., 1978-	31061743	310617437	1	Person		http://example.org/6804921#Agent100-20	
Ghukasyan, Vladimir V	308758130	308758130;313252207	0.9545454545	Person		http://example.org/6712180#Agent700-29	
Heikal, Ahmed A	308758131	308758131;313252200	0.9375	Person		http://example.org/6712180#Agent700-30	
Sillanpää, Mika	290147612			Person		http://example.org/6784519#Agent100-18	
Cooper, Raymond				Person		http://example.org/6677722#Agent100-15	
Nicola, George (Chemist)	30875268	308752680	1	Person		http://example.org/6677722#Agent700-31	
Fares, Mario A	30982982	309829828	0.9333333333	Person		http://example.org/6786279#Agent100-14	
Jordan, Martin, 1967-	30823274	308232747	0.84	Person		http://example.org/6769246#Agent100-20	
Schoenberger, Erica J	71539161	71539161;1062145856877322920232;	0.9047619048	Person		http://example.org/6707539#Agent100-17	
Schoenberger, Erica J	71539161	71539161;1062145856877322920232;	0.9047619048	Person		http://example.org/6694193#Agent100-23	
Glantz, Morton	26328200	263282008	0.9333333333	Person		http://example.org/6811988#Agent100-25	
Raim, Edith, 1965-	9072369	90723695	0.8181818182	Person		http://example.org/6815632#Agent100-17	
Nicosia, Francis R., 1944-	3195	31950	0.8666666667	Person		http://example.org/6799268#Agent100-20	
Epstein, Catherine	46839797	46839797;	0.9473684211	Person		http://example.org/6811107#Agent100-16	
