LC	LC-ID	ID	Value	ID1	LC-P	LCP-ID	Column 2	Column 3	Column 4	blank
Kiamouche, Wassila	http://id.loc.gov/authorities/names/no2015063066	http://id.loc.gov/authorities/names/no2015063066	Kiamouche, Wassila	http://id.loc.gov/authorities/names/no2015063066	Kiamouche, Wassila	no2015063066	Person		http://example.org/6812150#Agent700-39	
Milne, Sarah (Sarah Alison)	http://id.loc.gov/authorities/names/n2015005142	http://id.loc.gov/authorities/names/n2015005142	Milne, Sarah (Sarah Alison)	http://id.loc.gov/authorities/names/n2015005142	Milne, Sarah (Sarah Alison)	n2015005142	Person		http://example.org/6808392#Agent700-40	
Mahanty, Sango	http://id.loc.gov/authorities/names/nb2011000230	http://id.loc.gov/authorities/names/nb2011000230	Mahanty, Sango	http://id.loc.gov/authorities/names/nb2011000230	Mahanty, Sango	nb2011000230	Person		http://example.org/6808392#Agent700-41	
Taylor, Ken, 1937-	http://id.loc.gov/authorities/names/n2011054676	http://id.loc.gov/authorities/names/n2011054676	Taylor, Ken, 1937-	http://id.loc.gov/authorities/names/n2011054676	Taylor, Ken, 1937-		Person		http://example.org/6714473#Agent700-33	
Mitchell, Nora (Nora J.)	http://id.loc.gov/authorities/names/n2006009879	http://id.loc.gov/authorities/names/n2006009879	Mitchell, Nora (Nora J.)	http://id.loc.gov/authorities/names/n2006009879	Mitchell, Nora (Nora J.)	n2006009879	Person		http://example.org/6714473#Agent700-34	
St. Clair, Archer	http://id.loc.gov/authorities/names/n86142449	http://id.loc.gov/authorities/names/n86142449	St. Clair, Archer	http://id.loc.gov/authorities/names/n86142449	St.Clair, Archer	n86142449	Person		http://example.org/6714473#Agent700-35	
Porter, Stanley E., 1956-	http://id.loc.gov/authorities/names/n87851301	http://id.loc.gov/authorities/names/n87851301	Porter, Stanley E., 1956-	http://id.loc.gov/authorities/names/n87851301	Porter, Stanley E., 1956-....	n87851301	Person		http://example.org/6773947#Agent100-24	
Tischendorf, Constantin von, 1815-1874.		n82063937	Tischendorf, Constantin von, 1815-1874	http://id.loc.gov/authorities/names/n82063937	Tischendorf, Constantin von, 1815-1874.	n82063937	Person		http://example.org/6773947#Agent600-36	
Tischendorf, Constantin von, 1815-1874.		n82063937	Tischendorf, Constantin von, 1815-1874	http://id.loc.gov/authorities/names/n82063937	Tischendorf, Constantin von, 1815-1874.	n82063937	Person		http://example.org/6773947#Agent700-38	
Galligan, D. J. (Denis James), 1947-	http://id.loc.gov/authorities/names/n85147617	http://id.loc.gov/authorities/names/n85147617	Galligan, D. J. (Denis James), 1947-	http://id.loc.gov/authorities/names/n85147617	Galligan, D. J. (Denis James), 1947-	n85147617	Person		http://example.org/6799760#Agent700-27	
Selvin, Al		no2014170252	Selvin, Al	http://id.loc.gov/authorities/names/no2014170252	Selvin, Al	no2014170252	Person		http://example.org/6742013#Agent100-16	
Buckingham Shum, Simon J.	http://id.loc.gov/authorities/names/nb2002082178	http://id.loc.gov/authorities/names/nb2002082178	Buckingham Shum, Simon J.	http://id.loc.gov/authorities/names/nb2002082178	Buckingham Shum, Simon J.	nb2002082178	Person		http://example.org/6742013#Agent700-39	
Auld, Graeme	http://id.loc.gov/authorities/names/n2004001938	http://id.loc.gov/authorities/names/n2004001938	Auld, Graeme	http://id.loc.gov/authorities/names/n2004001938	Auld, Graeme	n2004001938	Person		http://example.org/6799914#Agent100-15	
Ørstavik, Finn	http://id.loc.gov/authorities/names/n2007019559	http://id.loc.gov/authorities/names/n2007019559	Ørstavik, Finn	http://id.loc.gov/authorities/names/n2007019559	Ørstavik, Finn	n2007019559	Person		http://example.org/6812121#Agent700-38	
Dainty, Andrew	http://id.loc.gov/authorities/names/n2002102905	http://id.loc.gov/authorities/names/n2002102905	Dainty, Andrew	http://id.loc.gov/authorities/names/n2002102905	Dainty, Andrew.	n2002102905	Person		http://example.org/6812121#Agent700-39	
Abbott, Carl	http://id.loc.gov/authorities/names/nb2011011509	http://id.loc.gov/authorities/names/nb2011011509	Abbott, Carl	http://id.loc.gov/authorities/names/nb2011011509	Abbott, Carl,		Person		http://example.org/6812121#Agent700-40	
Guiffrida, Douglas A.	http://id.loc.gov/authorities/names/n2014186401	http://id.loc.gov/authorities/names/n2014186401	Guiffrida, Douglas A.	http://id.loc.gov/authorities/names/n2014186401	Guiffrida, Douglas A.	n2014186401	Person		http://example.org/6807442#Agent100-22	
Solomon, Michael R.	http://id.loc.gov/authorities/names/n84011048	http://id.loc.gov/authorities/names/n84011048	Solomon, Michael R.	http://id.loc.gov/authorities/names/n84011048	Solomon, Michael R.		Person		http://example.org/6679436#Agent100-13	
McCalla, Douglas, 1942-	http://id.loc.gov/authorities/names/n79147099	http://id.loc.gov/authorities/names/n79147099	McCalla, Douglas, 1942-	http://id.loc.gov/authorities/names/n79147099	McCalla, Douglas, 1942-....	n79147099	Person		http://example.org/6796203#Agent100-18	
Schmidgall, Gary, 1945-	http://id.loc.gov/authorities/names/n80113445	http://id.loc.gov/authorities/names/n80113445	Schmidgall, Gary, 1945-	http://id.loc.gov/authorities/names/n80113445	Schmidgall, Gary, 1945-....	n80113445	Person		http://example.org/6799788#Agent100-15	
Whitman, Walt, 1819-1892	http://id.loc.gov/authorities/names/n79081476	http://id.loc.gov/authorities/names/n79081476	Whitman, Walt, 1819-1892	http://id.loc.gov/authorities/names/n79081476	Whitman, Walt, 1819-1892.	n79081476	Person		http://example.org/6799788#Agent600-28	
Hansson, Thomas	http://id.loc.gov/authorities/names/n2007055400	http://id.loc.gov/authorities/names/n2007055400	Hansson, Thomas	http://id.loc.gov/authorities/names/n2007055400	Hansson, Thomas,		Person		http://example.org/6815275#Agent700-31	
Johansson, Johny K.		n96043847	Johansson, Johny K.	http://id.loc.gov/authorities/names/n96043847	Johansson, Johny K.	n96043847	Person		http://example.org/6527591#Agent100-17	
Carlson, Kurt A., 1968-	http://id.loc.gov/authorities/names/no2014153652	http://id.loc.gov/authorities/names/no2014153652	Carlson, Kurt A., 1968-	http://id.loc.gov/authorities/names/no2014153652	Carlson, Kurt A.,		Person		http://example.org/6527591#Agent700-29	
Gibb, Timothy J.	http://id.loc.gov/authorities/names/n2005069511	http://id.loc.gov/authorities/names/n2005069511	Gibb, Timothy J.	http://id.loc.gov/authorities/names/n2005069511	Gibb, Timothy J.	n2005069511	Person		http://example.org/6811974#Agent100-18	
Baker, Brian, 1969-	http://id.loc.gov/authorities/names/n2005004078	http://id.loc.gov/authorities/names/n2005004078	Baker, Brian, 1969-	http://id.loc.gov/authorities/names/n2005004078	Baker, Brian, 1969-....	n2005004078	Person		http://example.org/6815563#Agent100-18	
Pereyra, Omar	http://id.loc.gov/authorities/names/n2014059475	http://id.loc.gov/authorities/names/n2014059475	Pereyra, Omar	http://id.loc.gov/authorities/names/n2014059475	Pereyra, Omar,		Person		http://example.org/6803170#Agent100-18	
Miller, R. J. (Robert Joseph), 1953-	http://id.loc.gov/authorities/names/no2012104521	http://id.loc.gov/authorities/names/no2012104521	Miller, R. J. (Robert Joseph), 1953-	http://id.loc.gov/authorities/names/no2012104521	Miller, R. J. (Robert Joseph), 1953-	no2012104521	Person		http://example.org/6802832#Agent100-22	
Hinni, Michael L.	http://id.loc.gov/authorities/names/n2014183823	http://id.loc.gov/authorities/names/n2014183823	Hinni, Michael L.	http://id.loc.gov/authorities/names/n2014183823	Hinni, Michael L.	n2014183823	Person		http://example.org/6803005#Agent700-34	
Lott, David G.	http://id.loc.gov/authorities/names/n2014183824	http://id.loc.gov/authorities/names/n2014183824	Lott, David G.	http://id.loc.gov/authorities/names/n2014183824	Lott, David G.	n2014183824	Person		http://example.org/6803005#Agent700-35	
Gómez, Eduardo J., 1973-	http://id.loc.gov/authorities/names/n2006007001	http://id.loc.gov/authorities/names/n2006007001	Gómez, Eduardo J., 1973-	http://id.loc.gov/authorities/names/n2006007001	Gómez, Eduardo J., 1973-	n2006007001	Person		http://example.org/6776001#Agent100-17	
Holtzblatt Karen.		n97077994	Holtzblatt, Karen	http://id.loc.gov/authorities/names/n97077994	Holtzblatt, Karen.	n97077994	Person		http://example.org/6742018#Agent100-16	
Beyer, Hugh		n97077992	Beyer, Hugh	http://id.loc.gov/authorities/names/n97077992	Beyer, Hugh.	n97077992	Person		http://example.org/6742018#Agent700-34	
Ross, Lee E., 1958-	http://id.loc.gov/authorities/names/n97126340	http://id.loc.gov/authorities/names/n97126340	Ross, Lee E., 1958-	http://id.loc.gov/authorities/names/n97126340	Ross, Lee E., 1958-	n97126340	Person		http://example.org/6803117#Agent700-31	
Ross, Lee E., 1958-	http://id.loc.gov/authorities/names/n97126340	http://id.loc.gov/authorities/names/n97126340	Ross, Lee E., 1958-	http://id.loc.gov/authorities/names/n97126340	Ross, Lee E., 1958-	n97126340	Person		http://example.org/6783884#Agent700-38	
Subramanian, G., 1935-	http://id.loc.gov/authorities/names/n91078880	http://id.loc.gov/authorities/names/n91078880	Subramanian, G., 1935-	http://id.loc.gov/authorities/names/n91078880	Subramanian, Ganapathy,		Person		http://example.org/6808354#Agent700-30	
Austen-Baker, Richard	http://id.loc.gov/authorities/names/nb2011008963	http://id.loc.gov/authorities/names/nb2011008963	Austen-Baker, Richard	http://id.loc.gov/authorities/names/nb2011008963	Austen-Baker, Richard	nb2011008963	Person		http://example.org/6740191#Agent100-20	
Zhou, Qi (Law teacher)	http://id.loc.gov/authorities/names/nb2013007424	http://id.loc.gov/authorities/names/nb2013007424	Zhou, Qi (Law teacher)	http://id.loc.gov/authorities/names/nb2013007424	Zhou, Qi (Law teacher)	nb2013007424	Person		http://example.org/6740191#Agent700-33	
Walklate, Sandra	http://id.loc.gov/authorities/names/n87929708	http://id.loc.gov/authorities/names/n87929708	Walklate, Sandra	http://id.loc.gov/authorities/names/n87929708	Walklate, Sandra.	n87929708	Person		http://example.org/6740216#Agent100-22	
Mythen, Gabe	http://id.loc.gov/authorities/names/no2004058541	http://id.loc.gov/authorities/names/no2004058541	Mythen, Gabe	http://id.loc.gov/authorities/names/no2004058541	Mythen, Gabe.	no2004058541	Person		http://example.org/6740216#Agent700-38	
Liu, Zhijing	http://id.loc.gov/authorities/names/no2001095293	http://id.loc.gov/authorities/names/no2001095293	Liu, Zhijing	http://id.loc.gov/authorities/names/no2001095293	Liu, Zhijing	no2001095293	Person		http://example.org/6786162#Agent700-29	
International Conference on Control Engineering and Information Systems (2014 : Yueyang, Hunan Sheng, China)	http://id.loc.gov/authorities/names/no2015016879	http://id.loc.gov/authorities/names/no2015016879	International Conference on Control Engineering and Information Systems (2014 : Yueyang, Hunan Sheng, China)	http://id.loc.gov/authorities/names/no2015016879	International Conference on Control Engineering and Information System (2014 : Yueyang, Hunan, China)		Meeting		http://example.org/6786162#Agent711-30	
Bhattacharya, Suvendu	http://id.loc.gov/authorities/names/n2014027948	http://id.loc.gov/authorities/names/n2014027948	Bhattacharya, Suvendu	http://id.loc.gov/authorities/names/n2014027948	Bhattacharya, Suvendu	n2014027948	Person		http://example.org/6720283#Agent700-36	
Filak, Vincent F.	http://id.loc.gov/authorities/names/n2005059204	http://id.loc.gov/authorities/names/n2005059204	Filak, Vincent F.	http://id.loc.gov/authorities/names/n2005059204	Filak, Vincent F.	n2005059204	Person		http://example.org/6755026#Agent700-33	
Pavlik, John V. (John Vernon)	http://id.loc.gov/authorities/names/n87820026	http://id.loc.gov/authorities/names/n87820026	Pavlik, John V. (John Vernon)	http://id.loc.gov/authorities/names/n87820026	Pavlik, John V. (John Vernon)	n87820026	Person		http://example.org/6606285#Agent100-16	
McIntosh, Shawn	http://id.loc.gov/authorities/names/no2003106159	http://id.loc.gov/authorities/names/no2003106159	McIntosh, Shawn	http://id.loc.gov/authorities/names/no2003106159	McIntosh, Shawn	no2003106159	Person		http://example.org/6606285#Agent700-29	
Epstein, Lawrence J. (Lawrence Jeffrey)	http://id.loc.gov/authorities/names/n81039506	http://id.loc.gov/authorities/names/n81039506	Epstein, Lawrence J. (Lawrence Jeffrey)	http://id.loc.gov/authorities/names/n81039506	Epstein, Lawrence J. (Lawrence Jeffrey)	n81039506	Person		http://example.org/6813049#Agent100-19	
Krantz, Steven G. (Steven George), 1951-	http://id.loc.gov/authorities/names/n81051364	http://id.loc.gov/authorities/names/n81051364	Krantz, Steven G. (Steven George), 1951-	http://id.loc.gov/authorities/names/n81051364	Krantz, Steven G. (Steven George), 1951-	n81051364	Person		http://example.org/6749010#Agent100-14	
Krantz, Steven G. (Steven George), 1951-	http://id.loc.gov/authorities/names/n81051364	http://id.loc.gov/authorities/names/n81051364	Krantz, Steven G. (Steven George), 1951-	http://id.loc.gov/authorities/names/n81051364	Krantz, Steven G. (Steven George), 1951-	n81051364	Person		http://example.org/6798647#Agent100-18	
Mitchell, C. Ben		n2003093182	Mitchell, C. Ben	http://id.loc.gov/authorities/names/n2003093182	Mitchell, C. Ben	n2003093182	Person		http://example.org/6815331#Agent700-20	
Sanderson, Carla D.	http://id.loc.gov/authorities/names/no2015041414	http://id.loc.gov/authorities/names/no2015041414	Sanderson, Carla D.	http://id.loc.gov/authorities/names/no2015041414	Sanderson, Carla D.	no2015041414	Person		http://example.org/6815331#Agent700-21	
Thornbury, Gregory Alan			Thornbury, Gregory Alan	http://id.loc.gov/authorities/names/n2003105993	Thornbury, Gregory Alan.		Person		http://example.org/6815331#Agent700-22	
Dockery, David S.	http://id.loc.gov/authorities/names/n80032474	http://id.loc.gov/authorities/names/n80032474	Dockery, David S.	http://id.loc.gov/authorities/names/n80032474	Dockery, David S.		Person		http://example.org/6815331#Agent700-23	
Jordan, Mark D.	http://id.loc.gov/authorities/names/n85287375	http://id.loc.gov/authorities/names/n85287375	Jordan, Mark D.	http://id.loc.gov/authorities/names/n85287375	Jordan, Mark D.,		Person		http://example.org/6759759#Agent100-18	
Foucault, Michel, 1926-1984	http://id.loc.gov/authorities/names/n79065356	http://id.loc.gov/authorities/names/n79065356	Foucault, Michel, 1926-1984	http://id.loc.gov/authorities/names/n79065356	Foucault, Michel, 1926-1984.	n79065356	Person		http://example.org/6759759#Agent600-28	
Zepeda Martínez, Roberto	http://id.loc.gov/authorities/names/no2010035590	http://id.loc.gov/authorities/names/no2010035590	Zepeda Martínez, Roberto	http://id.loc.gov/authorities/names/no2010035590	Zepeda Martínez, Roberto	no2010035590	Person		http://example.org/6861396#Agent700-32	
Rosen, Jonathan D.	http://id.loc.gov/authorities/names/n2013074655	http://id.loc.gov/authorities/names/n2013074655	Rosen, Jonathan D.	http://id.loc.gov/authorities/names/n2013074655	Rosen, Jonathan D.	n2013074655	Person		http://example.org/6861396#Agent700-33	
Ibnkahla, Mohamed	http://id.loc.gov/authorities/names/n2004000317	http://id.loc.gov/authorities/names/n2004000317	Ibnkahla, Mohamed	http://id.loc.gov/authorities/names/n2004000317	Ibnkahla, Mohamed.	n2004000317	Person		http://example.org/6786199#Agent100-14	
Li, Zhongkui	http://id.loc.gov/authorities/names/n2014056067	http://id.loc.gov/authorities/names/n2014056067	Li, Zhongkui	http://id.loc.gov/authorities/names/n2014056067	Li, Zhongkui,		Person		http://example.org/6802801#Agent100-19	
Duan, Zhisheng	http://id.loc.gov/authorities/names/n2014056068	http://id.loc.gov/authorities/names/n2014056068	Duan, Zhisheng	http://id.loc.gov/authorities/names/n2014056068	Duan, Zhisheng	n2014056068	Person		http://example.org/6802801#Agent700-35	
Li, Zhongkui	http://id.loc.gov/authorities/names/n2014056067	http://id.loc.gov/authorities/names/n2014056067	Li, Zhongkui	http://id.loc.gov/authorities/names/n2014056067	Li, Zhongkui,		Person		http://example.org/6748926#Agent100-14	
Duan, Zhisheng	http://id.loc.gov/authorities/names/n2014056068	http://id.loc.gov/authorities/names/n2014056068	Duan, Zhisheng	http://id.loc.gov/authorities/names/n2014056068	Duan, Zhisheng	n2014056068	Person		http://example.org/6748926#Agent700-29	
Ito, K. (Kentaro)	http://id.loc.gov/authorities/names/n2014036167	http://id.loc.gov/authorities/names/n2014036167	Ito, K. (Kentaro)	http://id.loc.gov/authorities/names/n2014036167	Ito, K. (Kentaro)	n2014036167	Person		http://example.org/6812117#Agent700-34	
Slaughter, Karin, 1971-	http://id.loc.gov/authorities/names/n00032685	http://id.loc.gov/authorities/names/n00032685	Slaughter, Karin, 1971-	http://id.loc.gov/authorities/names/n00032685	Slaughter, Karin, 1971-....	n00032685	Person		http://example.org/6800057#Agent100-13	
Reed, Chris, 1956-	http://id.loc.gov/authorities/names/n90717649	http://id.loc.gov/authorities/names/n90717649	Reed, Chris, 1956-	http://id.loc.gov/authorities/names/n90717649	Reed, Chris, 1956-....	n90717649	Person		http://example.org/6752719#Agent100-18	
Geary, David M. (David Mark), 1957-	http://id.loc.gov/authorities/names/n97019625	http://id.loc.gov/authorities/names/n97019625	Geary, David M. (David Mark), 1957-	http://id.loc.gov/authorities/names/n97019625	Geary, David M. (David Mark), 1957-	n97019625	Person		http://example.org/6659389#Agent100-18	
