Val	match-ID-F	score-lc	Column 1	LC-VP	match-ID	score	Cor	LC-VC	score-c	org	Column 3	Column 4	blank
Institute for Development of Educational Activities	n80145875	100	Institute for Development of Educational Activities		n80145875		Institute for Development of Educational Activities	n80145875	1	Organization		http://example.org/1055958#Agent710-25	
Landsbergis, Algirdas, 1924-2004	n87932837	100	Landsbergis, Algirdas, 1924-2004	n87932837	n87932837	1	Landsbergis, Algirdas, 1924-2004			Person		http://example.org/1097485#Agent100-11	
Mills, Clark	n81040838	81	Mills, Clark				Mills, Clark			Person		http://example.org/1097485#Agent700-23	
Landsbergis, Algirdas, 1924-2004	n87932837	100	Landsbergis, Algirdas, 1924-2004	n87932837	n87932837	1	Landsbergis, Algirdas, 1924-2004			Person		http://example.org/1097486#Agent100-10	
Mills, Clark, 1913-	n81040838	100	Mills, Clark, 1913-	n81040838	n81040838	1	Mills, Clark, 1913- 			Person		http://example.org/1097486#Agent700-21	
Thomas, Edward, 1878-1917	n79029744	100	Thomas, Edward, 1878-1917	n79029744	n79029744	0.9615384615	Thomas, Edward, 1878-1917			Person		http://example.org/1025730#Agent100-10	
Farjeon, Eleanor, 1881-1965	n50009191	100	Farjeon, Eleanor, 1881-1965	n50009191	n50009191	1	Farjeon, Eleanor, 1881-1965			Person		http://example.org/1025730#Agent700-19	
Tanner, Helen Hornbeck	n50008685	100	Tanner, Helen Hornbeck	n50008685	n50008685	0.9565217391	Tanner, Helen Hornbeck			Person		http://example.org/1069004#Agent100-12	
Wheeler-Voegelin, Erminie, 1903-1988	n50014500	100	Wheeler-Voegelin, Erminie, 1903-1988	n50014500	n50014500	1	Wheeler-Voegelin, Erminie, 1903-1988			Person		http://example.org/1069004#Agent700-28	
United States. Indian Claims Commission	n80066192	100	United States. Indian Claims Commission		n80066192		United States. Indian Claims Commission	n80066192	1	Jurisdiction		http://example.org/1069004#Agent710-29	
Royal Society of Canada	n80036731	100	Royal Society of Canada		n80036731		Royal Society of Canada	n80036731	0.9583333333	Organization		http://example.org/1053788#Agent110-11	
Thomson, James E. (James Edgar), 1906-	n85802328	100	Thomson, James E. (James Edgar), 1906-	n85802328	n85802328	1	Thomson, James E. (James Edgar), 1906- 			Person		http://example.org/1053788#Agent700-23	
Lang, Andrew, 1844-1912	n79054315	100	Lang, Andrew, 1844-1912	n79054315	n79054315	0.9583333333	Lang, Andrew, 1844-1912			Person		http://example.org/1049306#Agent100-10	
Cooper, Susan, 1935-	n79055718	100	Cooper, Susan, 1935-	n79055718	n79055718	0.8333333333	Cooper, Susan, 1935-			Person		http://example.org/108118#Agent100-11	
Heslop, Michael	n89666404	100	Heslop, Michael	n89666404	n89666404	1	Heslop, Michael			Person		http://example.org/108118#Agent700-23	
Thompson, William R.	n79091593	100	Thompson, William R				Thompson, William R			Person		http://example.org/1024297#Agent100-11	
Abingdon School	nb2004313411	100	Abingdon School		nb2004313411		Abingdon School	nb2004313411	1	Organization		http://example.org/104415#Agent610-19	
Mellini, Gian Lorenzo	n81085586	100	Mellini, Gian Lorenzo	n81085586	n81085586	0.9545454545	Mellini, Gian Lorenzo			Person		http://example.org/1087842#Agent700-27	
Biblioteca nazionale marciana	n80040307	100	Biblioteca nazionale marciana		n80040307		Biblioteca nazionale marciana	n80040307	1	Organization		http://example.org/1087842#Agent710-28	
Kavanaugh, Robert	n88649949	100	Kavanaugh, Robert	n88649949	n88649949	1	Kavanaugh, Robert			Person		http://example.org/1069358#Agent100-12	
Henershot, Ralph			Henershot, Ralph				Henershot, Ralph			Person		http://example.org/1020017#Agent100-11	
Bengough, J. W. (John Wilson), 1851-1923	nr88009925	100	Bengough, J. W. (John Wilson), 1851-1923	nr88009925	nr88009925	0.975	Bengough, J. W. (John Wilson), 1851-1923			Person		http://example.org/1086047#Agent100-10	
Groupe de recherche et d'information sur la paix	no89014084	100	Groupe de recherche et d'information sur la paix		no89014084		Groupe de recherche et d'information sur la paix	no89014084	1	Organization		http://example.org/1086047#Agent710-20	
Farquhar, Francis Peloubet, 1887-1974	n80093479	88	Farquhar, Francis Peloubet, 1887-1974				Farquhar, Francis Peloubet, 1887-1974			Person		http://example.org/1026257#Agent100-10	
Adams, James Capen, 1807-			Adams, James Capen, 1807-				Adams, James Capen, 1807-			Person		http://example.org/1026257#Agent600-20	
Adams, Grizzly, 1812-1860	n85084333	100	Adams, Grizzly, 1812-1860	n85084333	n85084333	1	Adams, Grizzly, 1812-1860			Person		http://example.org/1026257#Agent600-21	
Camp, Charles Lewis, 1893-1975	n50031558	100	Camp, Charles Lewis, 1893-1975	n50031558	n50031558	1	Camp, Charles Lewis, 1893-1975			Person		http://example.org/1026257#Agent700-22	
Barasch, Frances K.	no2009007931	100	Barasch, Frances K	no2009007931	no2009007931	0.9473684211	Barasch, Frances K			Person		http://example.org/1089068#Agent100-13	
Shuster, George Nauman, 1894-			Shuster, George Nauman, 1894-				Shuster, George Nauman, 1894-			Person		http://example.org/1073646#Agent100-12	
Hunter College	n80060429	100	Hunter College		n80060429		Hunter College	n80060429	0.9285714286	Organization		http://example.org/1073646#Agent610-21	
Brée, Malwine, 1861-1937	no98054263	98	Brée, Malwine, 1861-1937	no98054263	no98054263	1	Brée, Malwine, 1861-1937			Person		http://example.org/1077094#Agent100-9	
Leschetizki, Theodor, 1830-1915	no88000705		Leschetizki, Theodor, 1830-1915	no88000705	no88000705	0.9375	Leschetizki, Theodor, 1830-1915			Person		http://example.org/1077094#Agent700-18	
McDougall, William, 1871-1938	n50007359	100	McDougall, William, 1871-1938	n50007359	n50007359	1	McDougall, William, 1871-1938			Person		http://example.org/1030153#Agent100-10	
Maguire, Edward Randall			Maguire, Edward Randall				Maguire, Edward Randall			Person		http://example.org/1061737#Agent100-10	
Bohemian Club (San Francisco, Calif.)	n50065080	100	Bohemian Club (San Francisco, Calif.)		n50065080		Bohemian Club (San Francisco, Calif.)	n50065080	1	Organization		http://example.org/1016518#Agent110-12	
Garnett, Porter, 1871-1951	n84017446	100	Garnett, Porter, 1871-1951	n84017446	n84017446	1	Garnett, Porter, 1871-1951			Person		http://example.org/1016518#Agent700-21	
Furfey, Paul Hanly, 1896-1992	n50016783	100	Furfey, Paul Hanly, 1896-1992	n50016783	n50016783	1	Furfey, Paul Hanly, 1896-1992			Person		http://example.org/1031044#Agent100-10	
Mort, Paul R., 1894-	no94006246	86	Mort, Paul R., 1894-	no94006246	no94006246	0.8333333333	Mort, Paul R., 1894-			Person		http://example.org/1068775#Agent100-10	
Vincent, William Shafer, 1907-	n79054155	100	Vincent, William Shafer, 1907-	n79054155	n79054155	1	Vincent, William Shafer, 1907- 			Person		http://example.org/1068775#Agent700-19	
Newell, Clarence A. (Clarence Albert), 1914-	n88259748	100	Newell, Clarence A. (Clarence Albert), 1914-	n88259748	n88259748	1	Newell, Clarence A. (Clarence Albert), 1914- 			Person		http://example.org/1068775#Agent700-20	
Metropolitan School Study Council New York	n86810143	95	Metropolitan School Study Council New York		n86810143		Metropolitan School Study Council New York	n86810143	0.84	Organization		http://example.org/1068775#Agent710-21	
Suhor, Charles	n80034437	100	Suhor, Charles	n80034437	n80034437	1	Suhor, Charles			Person		http://example.org/1083569#Agent700-21	
Mayher, John Sawyer	n83164878	100	Mayher, John Sawyer	n83164878	n83164878	1	Mayher, John Sawyer			Person		http://example.org/1083569#Agent700-22	
D'Angelo, Frank J.	n80007846	100	D'Angelo, Frank J	n80007846	n80007846	0.9444444444	D'Angelo, Frank J			Person		http://example.org/1083569#Agent700-23	
American Management Association	n79060211	100	American Management Association		n79060211		American Management Association	n79060211	0.935483871	Organization		http://example.org/1021308#Agent110-10	
Marting, Elizabeth	n50052461	100	Marting, Elizabeth	n50052461	n50052461	0.9473684211	Marting, Elizabeth			Person		http://example.org/1021308#Agent700-19	
Buffington, Veronica			Buffington, Veronica				Buffington, Veronica			Person		http://example.org/104851#Agent100-9	
O'Keefe, Dodie			O'Keefe, Dodie				O'Keefe, Dodie			Person		http://example.org/104851#Agent700-19	
Rougemont, Denis de, 1906-1985	n80116999	100	Rougemont, Denis de, 1906-1985	n80116999	n80116999	0.935483871	Rougemont, Denis de, 1906-1985			Person		http://example.org/103081#Agent100-12	
Reuber, Grant L.	n50045210	100	Reuber, Grant L	n50045210	n50045210	0.9375	Reuber, Grant L			Person		http://example.org/1008707#Agent100-11	
Canadian-American Committee	n50047112	100	Canadian-American Committee		n50047112		Canadian-American Committee	n50047112	0.9642857143	Organization		http://example.org/1008707#Agent710-21	
Mace, Myles L. (Myles La Grange), 1911-	n85155412	100	Mace, Myles L. (Myles La Grange), 1911-	n85155412	n85155412	1	Mace, Myles L. (Myles La Grange), 1911-			Person		http://example.org/1012887#Agent100-10	
New Zealand. Social Security Department	n80032784	100	New Zealand. Social Security Department		n80032784		New Zealand. Social Security Department	n80032784	1	Jurisdiction		http://example.org/1034496#Agent110-11	
Schotter, H. W. (Howard Ward), 1887-	no2003091696	100	Schotter, H. W. (Howard Ward), 1887-	no2003091696	no2003091696	1	Schotter, H. W. (Howard Ward), 1887-			Person		http://example.org/1007039#Agent100-11	
Pennsylvania Railroad	n82258320	100	Pennsylvania Railroad		n82258320		Pennsylvania Railroad	n82258320	0.9523809524	Organization		http://example.org/1007039#Agent610-19	
Sheppard, David K.	no95029969	100	Sheppard, David K	no95029969	no95029969	0.9444444444	Sheppard, David K			Person		http://example.org/1014756#Agent100-14	
Freeman, Roger A., 1904-1991	n50026379	100	Freeman, Roger A., 1904-1991	n50026379	n50026379	1	Freeman, Roger A., 1904-1991			Person		http://example.org/103297#Agent100-13	
Hurst, James Willard, 1910-1997	n50030312	100	Hurst, James Willard, 1910-1997	n50030312	n50030312	1	Hurst, James Willard, 1910-1997			Person		http://example.org/1044364#Agent100-11	
Boyle, James E			Boyle, James E				Boyle, James E			Person		http://example.org/1009201#Agent100-10	
United States. National Commission on Libraries and Information Science	n79022110	100	United States. National Commission on Libraries and Information Science		n79022110		United States. National Commission on Libraries and Information Science	n79022110	1	Jurisdiction		http://example.org/1009201#Agent610-19	
Woodward, Calvin A.	n82230897	100	Woodward, Calvin A	n82230897	n82230897	0.9473684211	Woodward, Calvin A			Person		http://example.org/1051754#Agent100-13	
Brunner, Edmund de Schweinitz, 1889-1973	n50040370	86	Brunner, Edmund de Schweinitz, 1889-1973				Brunner, Edmund de Schweinitz, 1889-1973			Person		http://example.org/1033983#Agent100-11	
Brown, Henry Phelps, Sir, 1906-			Brown, Henry Phelps, Sir, 1906-				Brown, Henry Phelps, Sir, 1906-			Person		http://example.org/1076482#Agent100-13	
Brown, Henry Phelps, 1906-1994	n50039649	100	Brown, Henry Phelps, 1906-1994	n50039649	n50039649	1	Brown, Henry Phelps, 1906-1994			Person		http://example.org/1001436#Agent100-11	
James, F. Cyril (Frank Cyril), 1903-1973	nr92014238	100	James, F. Cyril (Frank Cyril), 1903-1973	nr92014238	nr92014238	0.9756097561	James, F. Cyril (Frank Cyril), 1903-1973			Person		http://example.org/1016995#Agent100-11	
Connolly, Kevin J	n85816999	86	Connolly, Kevin J				Connolly, Kevin J			Person		http://example.org/1050420#Agent100-13	
Bruner, Jerome S. (Jerome Seymour)	n79119142	100	Bruner, Jerome S. (Jerome Seymour)	n79119142	n79119142	1	Bruner, Jerome S. (Jerome Seymour)			Person		http://example.org/1050420#Agent700-23	
Minchinton, Walter E.	n50041764	100	Minchinton, Walter E	n50041764	n50041764	0.9523809524	Minchinton, Walter E			Person		http://example.org/1010367#Agent100-16	
Haskins, George Lee, 1915-	n50027439	90	Haskins, George Lee, 1915-	n50027439	n50027439	0.8666666667	Haskins, George Lee, 1915-			Person		http://example.org/1047344#Agent100-12	
Great Britain. Parliament	n79017964	100	Great Britain. Parliament		n79017964		Great Britain. Parliament	n79017964	1	Jurisdiction		http://example.org/1047344#Agent610-20	
Lowell Institute lectures, 1939			Lowell Institute lectures, 1939				Lowell Institute lectures, 1939			Organization		http://example.org/1047344#Agent710-22	
McCallister, W. J. (William John), 1882-	no2006132346	100	McCallister, W. J. (William John), 1882-	no2006132346	no2006132346	1	McCallister, W. J. (William John), 1882-			Person		http://example.org/1061600#Agent100-10	
Howatt, Irving Brass			Howatt, Irving Brass				Howatt, Irving Brass			Person		http://example.org/1042736#Agent100-11	
English, Marianne			English, Marianne				English, Marianne			Person		http://example.org/1063504#Agent100-10	
Canada. Atmospheric Environment Service	n50000362	100	Canada. Atmospheric Environment Service		n50000362		Canada. Atmospheric Environment Service	n50000362	1	Jurisdiction		http://example.org/1063504#Agent710-21	
Harris, Walter D.	no95015978	100	Harris, Walter D	no95015978	no95015978	0.9411764706	Harris, Walter D			Person		http://example.org/1032012#Agent100-15	
Schroeder, Gertrude G			Schroeder, Gertrude G				Schroeder, Gertrude G			Person		http://example.org/1004205#Agent100-11	
Day, Edmund Ezra, 1883-1951	no96040605	100	Day, Edmund Ezra, 1883-1951	no96040605	no96040605	1	Day, Edmund Ezra, 1883-1951			Person		http://example.org/1004127#Agent100-11	
Thomas, Woodlief, 1897-1974	no94029996	100	Thomas, Woodlief, 1897-1974	no94029996	no94029996	1	Thomas, Woodlief, 1897-1974			Person		http://example.org/1004127#Agent700-22	
Colles, H. C. (Henry Cope), 1879-1943	n50029111	100	Colles, H. C. (Henry Cope), 1879-1943	n50029111	n50029111	0.972972973	Colles, H. C. (Henry Cope), 1879-1943			Person		http://example.org/1082063#Agent100-11	
Colles, H. C. (Henry Cope), 1879-1943	n50029111	100	Colles, H. C. (Henry Cope), 1879-1943	n50029111	n50029111	0.972972973	Colles, H. C. (Henry Cope), 1879-1943			Person		http://example.org/1082064#Agent100-12	
Blom, Eric, 1888-1959	n50016685	100	Blom, Eric, 1888-1959	n50016685	n50016685	1	Blom, Eric, 1888-1959			Person		http://example.org/1082064#Agent700-22	
McIlwain, Charles Howard, 1871-1968	n79046233	100	McIlwain, Charles Howard, 1871-1968	n79046233	n79046233	1	McIlwain, Charles Howard, 1871-1968			Person		http://example.org/1040402#Agent100-10	
Goldsmith, William M.	n79004007	100	Goldsmith, William M	n79004007	n79004007	0.9523809524	Goldsmith, William M			Person		http://example.org/1068017#Agent100-13	
Abramovitz, Moses	n87907544	100	Abramovitz, Moses	n87907544	n87907544	1	Abramovitz, Moses			Person		http://example.org/1048120#Agent100-11	
Eliasberg, Vera F			Eliasberg, Vera F				Eliasberg, Vera F			Person		http://example.org/1048120#Agent700-20	
Peacock, Alan T., 1922-2014	n79066747	100	Peacock, Alan T., 1922-2014	n79066747	n79066747	1	Peacock, Alan T., 1922-2014			Person		http://example.org/1020676#Agent100-12	
Wiseman, Jack	n50024517	100	Wiseman, Jack	n50024517	n50024517	1	Wiseman, Jack			Person		http://example.org/1020676#Agent700-22	
Dodd, A. H. (Arthur Herbert)	n87151264	100	Dodd, A. H. (Arthur Herbert)	n87151264	n87151264	1	Dodd, A. H. (Arthur Herbert)			Person		http://example.org/1047204#Agent100-12	
Beach, Walter Greenwood, 1868-1948	no92018725	100	Beach, Walter Greenwood, 1868-1948	no92018725	no92018725	1	Beach, Walter Greenwood, 1868-1948			Person		http://example.org/1023416#Agent100-11	
Bain, A. D. (Andrew David)	n50016111	100	Bain, A. D. (Andrew David)	n50016111	n50016111	1	Bain, A. D. (Andrew David)			Person		http://example.org/1006448#Agent100-11	
Cambridge (Mass.) University. Dept. of Applied Economics			Cambridge (Mass.) University. Dept. of Applied Economics				Cambridge (Mass.) University. Dept. of Applied Economics			Jurisdiction		http://example.org/1006448#Agent810-20	
Crump, Mary Marjorie	nb97061023		Crump, Mary Marjorie	nb97061023	nb97061023	0.85	Crump, Mary Marjorie			Person		http://example.org/1092492#Agent100-10	
Virgil Aeneis			Virgil Aeneis				Virgil Aeneis			Person		http://example.org/1092492#Agent600-18	
Cohen, Emmeline W			Cohen, Emmeline W				Cohen, Emmeline W			Person		http://example.org/1048130#Agent100-11	
Edwards, Michael M	n2004038810	94	Edwards, Michael M				Edwards, Michael M			Person		http://example.org/1001932#Agent100-11	
Bulmer-Thomas, Ivor, 1905-1993	n50045581	100	Bulmer-Thomas, Ivor, 1905-1993	n50045581	n50045581	1	Bulmer-Thomas, Ivor, 1905-1993			Person		http://example.org/1046300#Agent100-14	
Halliday, W. R. (William Reginald), 1886-1966	n50018462	100	Halliday, W. R. (William Reginald), 1886-1966	n50018462	n50018462	1	Halliday, W. R. (William Reginald), 1886-1966			Person		http://example.org/1041192#Agent100-11	
Gotch, J. Alfred (John Alfred), 1852-1942	nr98019883	100	Gotch, J. Alfred (John Alfred), 1852-1942	nr98019883	nr98019883	1	Gotch, J. Alfred (John Alfred), 1852-1942			Person		http://example.org/1081702#Agent100-11	
Wilkins, George	no98038806	100	Wilkins, George				Wilkins, George			Person		http://example.org/1012947#Agent100-10	
Homer	n78095639	100	Homer	n78095639	n78095639	0.8333333333	Homer			Person		http://example.org/1012947#Agent600-19	
Kroeber, Clifton B.	n82152927	100	Kroeber, Clifton B	n82152927	n82152927	0.9473684211	Kroeber, Clifton B			Person		http://example.org/1006943#Agent100-10	
Johnson, Charles, 1896-			Johnson, Charles, 1896-				Johnson, Charles, 1896-			Person		http://example.org/1086473#Agent100-10	
Doring, Ernest N., 1877-			Doring, Ernest N., 1877-				Doring, Ernest N., 1877-			Person		http://example.org/1082995#Agent100-10	
Guadagnini, Glovanno Battista, d 1786			Guadagnini, Glovanno Battista, d 1786				Guadagnini, Glovanno Battista, d 1786			Person		http://example.org/1082995#Agent600-18	
Wiecek, William M., 1938-	n81070729	100	Wiecek, William M., 1938-	n81070729	n81070729	1	Wiecek, William M., 1938-			Person		http://example.org/1044668#Agent100-14	
Kaplan, A. D. H. (Abraham David Hannath), 1893-1974	n79141321	100	Kaplan, A. D. H. (Abraham David Hannath), 1893-1974	n79141321	n79141321	1	Kaplan, A. D. H. (Abraham David Hannath), 1893-1974			Person		http://example.org/1000009#Agent100-11	
