Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4
Emden, A. B. (Alfred Brotherston), 1888-1979	n50012438	100	Emden, A. B. (Alfred Brotherston), 1888-1979	n50012438	n50012438	1	Emden, A. B. (Alfred Brotherston), 1888-1979			Person		http://example.org/1072770#Agent100-10
St. Edmund Hall (University of Oxford)	n85313215	100	St. Edmund Hall (University of Oxford)		n85313215		St. Edmund Hall (University of Oxford)	n85313215	1	Organization		http://example.org/1072770#Agent610-18
Schelsky, Helmut	n50016056	100	Schelsky, Helmut	n50016056	n50016056	1	Schelsky, Helmut			Person		http://example.org/1058165#Agent100-10
Solms-Braunfels, Bernhard, Prinz zu, active 1839			Solms-Braunfels, Bernhard, Prinz zu, active 1839				Solms-Braunfels, Bernhard, Prinz zu, active 1839			Person		http://example.org/1049096#Agent100-9
Ernest Augustus, King of Hanover, 1771-1851	n88068452	100	Ernest Augustus, King of Hanover, 1771-1851	n88068452	n88068452	1	Ernest Augustus, King of Hanover, 1771-1851			Person		http://example.org/1049096#Agent600-17
Svennung, Josef Gusten Algot, 1895-			Svennung, Josef Gusten Algot, 1895-				Svennung, Josef Gusten Algot, 1895-			Person		http://example.org/1089379#Agent100-10
Braun, Friederike	n82233922	100	Braun, Friederike	n82233922	n82233922	0.9444444444444444	Braun, Friederike			Person		http://example.org/1002748#Agent100-10
Kohz, Armin	n82116011	100	Kohz, Armin	n82116011	n82116011	1	Kohz, Armin			Person		http://example.org/1002748#Agent700-25
Schubert, Klaus	n83164766	100	Schubert, Klaus				Schubert, Klaus			Person		http://example.org/1002748#Agent700-26
Wilkending, Gisela	n87152398	100	Wilkending, Gisela	n87152398	n87152398	0.9473684210526315	Wilkending, Gisela			Person		http://example.org/1067412#Agent100-11
Hirsch, Martin	n2012043047	100	Hirsch, Martin				Hirsch, Martin			Person		http://example.org/1094849#Agent100-10
Mathieu, Anselme, 1828?-1895	nr99011011	100	Mathieu, Anselme, 1828?-1895	nr99011011	nr99011011	1	Mathieu, Anselme, 1828?-1895			Person		http://example.org/1094849#Agent600-18
Félibrige	n81008144	94	Félibrige		n81008144		Félibrige	n81008144	1	Organization		http://example.org/1094849#Agent610-19
Rink, Friedrich Theodor, 1770-1821	n85381661	100	Rink, Friedrich Theodor, 1770-1821	n85381661	n85381661	1	Rink, Friedrich Theodor, 1770-1821			Person		http://example.org/1068877#Agent100-9
Kant, Immanuel, 1724-1804	n79021614	100	Kant, Immanuel, 1724-1804	n79021614	n79021614	0.9615384615384616	Kant, Immanuel, 1724-1804			Person		http://example.org/1068877#Agent600-19
Geiss, Imanuel	n50018263	100	Geiss, Imanuel	n50018263	n50018263	1	Geiss, Imanuel			Person		http://example.org/1038462#Agent100-12
Tamchina, Rainer, 1941-	n86858019	100	Tamchina, Rainer, 1941-	n86858019	n86858019	1	Tamchina, Rainer, 1941- 			Person		http://example.org/1038462#Agent700-25
Goethe, Johann Wolfgang von, 1749-1832	n79003362	100	Goethe, Johann Wolfgang von, 1749-1832	n79003362	n79003362	0.9487179487179487	Goethe, Johann Wolfgang von, 1749-1832			Person		http://example.org/1037886#Agent600-18
Theens, Karl			Theens, Karl				Theens, Karl			Person		http://example.org/1037886#Agent700-19
Mahal, Günther	n83025788	96	Mahal, Günther	n83025788	n83025788	1	Mahal, Günther			Person		http://example.org/1037886#Agent700-20
Schulze Vellinghausen, Albert	n2004016483	100	Schulze Vellinghausen, Albert	n2004016483	n2004016483	0.9666666666666667	Schulze Vellinghausen, Albert			Person		http://example.org/1080930#Agent100-10
Politzer, Heinz, 1910-1978	n50021398	100	Politzer, Heinz, 1910-1978	n50021398	n50021398	1	Politzer, Heinz, 1910-1978			Person		http://example.org/1026189#Agent100-10
Jonas, Ludwig, 1887-1942			Jonas, Ludwig, 1887-1942				Jonas, Ludwig, 1887-1942			Person		http://example.org/1026189#Agent600-19
Berke, Joel S.	n50008053	100	Berke, Joel S	n50008053	n50008053	0.9285714285714286	Berke, Joel S			Person		http://example.org/1079035#Agent100-12
Ingersoll, J. H	n2006162037	92	Ingersoll, J. H				Ingersoll, J. H			Person		http://example.org/1061269#Agent100-9
Canada. Canal commission			Canada. Canal commission				Canada. Canal commission			Jurisdiction		http://example.org/1061269#Agent710-19
Diekman, Bernard A			Diekman, Bernard A				Diekman, Bernard A			Person		http://example.org/104357#Agent100-9
Institute of Profit Sharing			Institute of Profit Sharing				Institute of Profit Sharing			Organization		http://example.org/104357#Agent710-19
Blair, Lorraine L.	no2006110680	100	Blair, Lorraine L	no2006110680	no2006110680	0.9444444444444444	Blair, Lorraine L			Person		http://example.org/1016293#Agent100-12
Metropolitan Water District of Southern California	n80158367	94	Metropolitan Water District of Southern California				Metropolitan Water District of Southern California			Organization		http://example.org/1013063#Agent110-9
Delevsky, J			Delevsky, J				Delevsky, J			Person		http://example.org/1034110#Agent100-10
Abendroth, Wolfgang	n50034828	100	Abendroth, Wolfgang	n50034828	n50034828	1	Abendroth, Wolfgang			Person		http://example.org/1051898#Agent100-11
Rossii︠a︡nov, O. K. (Oleg Konstantinovich)	n82246623	100	Rossii͡anov, O. K. (Oleg Konstantinovich)	n82246623	n82246623	0.9523809523809523	Rossii͡anov, O. K. (Oleg Konstantinovich)			Person		http://example.org/1097923#Agent100-10
Hidas, Antal, 1899-	n87135871	100	Hidas, Antal, 1899-	n87135871	n87135871	1	Hidas, Antal, 1899-			Person		http://example.org/1097923#Agent600-19
Mikšytė, Regina, 1923-	n83203483	94	Mikšytė, Regina, 1923-	n83203483	n83203483	0.8333333333333334	Mikšytė, Regina, 1923-			Person		http://example.org/1098523#Agent100-10
Baranauskas, Antanas, 1835-1902	n82120549	100	Baranauskas, Antanas, 1835-1902	n82120549	n82120549	0.96875	Baranauskas, Antanas, 1835-1902			Person		http://example.org/1098523#Agent600-20
Proença, Antão de, 1625-1666			Proença, Antão de, 1625-1666				Proença, Antão de, 1625-1666			Person		http://example.org/1099359#Agent100-11
Thani Nayagam, Navier S			Thani Nayagam, Navier S				Thani Nayagam, Navier S			Person		http://example.org/1099359#Agent700-21
Symposium on Antarctic Geology and Solid Earth Geophysics Olso, 1970			Symposium on Antarctic Geology and Solid Earth Geophysics Olso, 1970				Symposium on Antarctic Geology and Solid Earth Geophysics Olso, 1970			Meeting		http://example.org/10698#Agent111-12
Adie, Raymond J. (Raymond John), 1925- 	n89615134	93	Adie, Raymond J. (Raymond John), 1925- 	n89615134	n89615134	0.9047619047619048	Adie, Raymond J. (Raymond John), 1925- 			Person		http://example.org/10698#Agent700-33
Pickard, John	n89644521	100	Pickard, John				Pickard, John			Person		http://example.org/1002311#Agent700-25
Minvielle Porte Petit, Jorge			Minvielle Porte Petit, Jorge				Minvielle Porte Petit, Jorge			Person		http://example.org/1021979#Agent100-11
Tafolla Pérez, Rafael	n86863387	97	Tafolla Pérez, Rafael	n86863387	n86863387	1	Tafolla Pérez, Rafael			Person		http://example.org/1021979#Agent700-21
Follows, John William, 1908-	n2005051453	100	Follows, John William, 1908-	n2005051453	n2005051453	0.875	Follows, John William, 1908-			Person		http://example.org/1003131#Agent100-10
International Labour Organisation	n78095363	100	International Labour Organisation		n78095363		International Labour Organisation	n78095363	1	Organization		http://example.org/1003131#Agent610-18
Tzetzes, John, 12th century	n82070470	88	Tzetzes, John, 12th century				Tzetzes, John, 12th century			Person		http://example.org/1008392#Agent100-10
Jacobs, Friedrich, 1764-1847	n86821724	100	Jacobs, Friedrich, 1764-1847	n86821724	n86821724	0.9655172413793104	Jacobs, Friedrich, 1764-1847			Person		http://example.org/1008392#Agent700-21
Martínez, Martín C., 1859-1946	n91066345	96	Martínez, Martín C., 1859-1946	n91066345	n91066345	1	Martínez, Martín C., 1859-1946			Person		http://example.org/1046250#Agent100-11
Gros Espiell, Héctor	n80128798	97	Gros Espiell, Héctor	n80128798	n80128798	1	Gros Espiell, Héctor			Person		http://example.org/1046250#Agent700-20
Knysh, Heorhiĭ, 1922-	n88629461	97	Knysh, Heorhiĭ, 1922-	n88629461	n88629461	0.9090909090909091	Knysh, Heorhiĭ, 1922-			Person		http://example.org/1072824#Agent100-9
Pound, Ezra, 1885-1972	n78097014	100	Pound, Ezra, 1885-1972	n78097014	n78097014	0.9565217391304348	Pound, Ezra, 1885-1972			Person		http://example.org/1083036#Agent100-10
Antheil, George, 1901-			Antheil, George, 1901-				Antheil, George, 1901-			Person		http://example.org/1083036#Agent600-18
Foster, Myles Birket, 1851-1922	no92032316	100	Foster, Myles Birket, 1851-1922	no92032316	no92032316	1	Foster, Myles Birket, 1851-1922			Person		http://example.org/1075064#Agent100-17
Farquhar, Simone Paula, 1922-			Farquhar, Simone Paula, 1922-				Farquhar, Simone Paula, 1922-			Person		http://example.org/1078454#Agent100-9
Constantin-Weyer, Maurice, 1881-1964	n90665628	100	Constantin-Weyer, Maurice, 1881-1964	n90665628	n90665628	1	Constantin-Weyer, Maurice, 1881-1964			Person		http://example.org/1078454#Agent600-19
Bugnet, Georges, 1879-1981	n85036478	100	Bugnet, Georges, 1879-1981	n85036478	n85036478	1	Bugnet, Georges, 1879-1981			Person		http://example.org/1078454#Agent600-20
Beckby, Hermann	nr00035566	100	Beckby, Hermann	nr00035566	nr00035566	1	Beckby, Hermann			Person		http://example.org/1089904#Agent700-22
Diehl, Ernst, 1874-1947	n89632228	100	Diehl, Ernst, 1874-1947	n89632228	n89632228	1	Diehl, Ernst, 1874-1947			Person		http://example.org/1089893#Agent100-10
Hiller, Eduard, 1844-1891	n86055744	100	Hiller, Eduard, 1844-1891	n86055744	n86055744	1	Hiller, Eduard, 1844-1891			Person		http://example.org/1089897#Agent100-10
Bergk, Theodor, 1812-1881	n88115329	100	Bergk, Theodor, 1812-1881	n88115329	n88115329	1	Bergk, Theodor, 1812-1881			Person		http://example.org/1089897#Agent700-19
Crusius, Otto, 1857-1918	nr96009519	100	Crusius, Otto, 1857-1918	nr96009519	nr96009519	1	Crusius, Otto, 1857-1918			Person		http://example.org/1089897#Agent700-20
Lassen, Christian, 1800-1876	n87940388	100	Lassen, Christian, 1800-1876	n87940388	n87940388	1	Lassen, Christian, 1800-1876			Person		http://example.org/1098776#Agent100-10
Gildemeister, Johann, 1812-1890	n92003663	100	Gildemeister, Johann, 1812-1890	n92003663	n92003663	1	Gildemeister, Johann, 1812-1890			Person		http://example.org/1098776#Agent700-19
Makarius, Raoul	no2002101429	100	Makarius, Raoul	no2002101429	no2002101429	0.9375	Makarius, Raoul			Person		http://example.org/1098673#Agent700-19
Abdel-Malek, Anouar, 1924-	n50058034	100	Abdel-Malek, Anouar, 1924-	n50058034	n50058034	1	Abdel-Malek, Anouar, 1924-			Person		http://example.org/1098673#Agent700-20
Borin, Luc	nr92038190	82	Borin, Luc				Borin, Luc			Person		http://example.org/1098673#Agent700-21
Ṭarabayh, Rawwād	nr97006437		Ṭarabayh, Rawwād	nr97006437	nr97006437	1	Ṭarabayh, Rawwād			Person		http://example.org/1098673#Agent700-22
Ceccaldi, Mathieu			Ceccaldi, Mathieu				Ceccaldi, Mathieu			Person		http://example.org/1032630#Agent100-12
Arzık, Nimet	n85268559	100	Arzık, Nimet	n85268559	n85268559	1	Arzık, Nimet			Person		http://example.org/1099159#Agent100-10
Jeleński, K. A			Jeleński, K. A				Jeleński, K. A			Person		http://example.org/1096864#Agent700-19
Āshtiyānī, Jalāl al-Dīn	n85235890		Āshtiyānī, Jalāl al-Dīn	n85235890	n85235890	1	Āshtiyānī, Jalāl al-Dīn			Person		http://example.org/1067958#Agent100-10
Corbin, Henry	n50016382	100	Corbin, Henry	n50016382	n50016382	1	Corbin, Henry			Person		http://example.org/1067958#Agent700-21
Duvignaud, Jean	n50032290	100	Duvignaud, Jean	n50032290	n50032290	1	Duvignaud, Jean			Person		http://example.org/1022434#Agent100-10
Jeanroy, Alfred, 1859-1953	n50037852	100	Jeanroy, Alfred, 1859-1953	n50037852	n50037852	1	Jeanroy, Alfred, 1859-1953			Person		http://example.org/1034871#Agent100-11
Boelcke, J	n84219102	82	Boelcke, J				Boelcke, J			Person		http://example.org/1034871#Agent700-23
Anglade, Joseph, 1868-1930	n50024886	100	Anglade, Joseph, 1868-1930	n50024886	n50024886	1	Anglade, Joseph, 1868-1930			Person		http://example.org/1093012#Agent100-10
Bousquet, Jacques, 1912-	n81007098	100	Bousquet, Jacques, 1912-	n81007098	n81007098	1	Bousquet, Jacques, 1912- 			Person		http://example.org/1028330#Agent100-10
Cohen, Gustave, 1879-1958	n87112617	100	Cohen, Gustave, 1879-1958	n87112617	n87112617	1	Cohen, Gustave, 1879-1958			Person		http://example.org/1092571#Agent100-10
Catholic Church	n79041716	100	Catholic Church				Catholic Church			Organization		http://example.org/1092571#Agent610-18
Morpeau, Louis, 1895-			Morpeau, Louis, 1895-				Morpeau, Louis, 1895-			Person		http://example.org/1008456#Agent100-9
Pidoux, Edmond	n50019733	100	Pidoux, Edmond	n50019733	n50019733	0.9333333333333333	Pidoux, Edmond			Person		http://example.org/1006387#Agent100-9
Renou, Louis, 1896-1966	n80086459	100	Renou, Louis, 1896-1966	n80086459	n80086459	0.9583333333333334	Renou, Louis, 1896-1966			Person		http://example.org/1098836#Agent100-10
Jireček, Josef, 1825-1888	n82113937	98	Jireček, Josef, 1825-1888	n82113937	n82113937	1	Jireček, Josef, 1825-1888			Person		http://example.org/1038638#Agent100-9
Stobaeus	n83035348	100	Stobaeus	n83035348	n83035348	1	Stobaeus			Person		http://example.org/1091847#Agent100-10
Wachsmuth, Curt, 1837-1905	n85044463	100	Wachsmuth, Curt, 1837-1905	n85044463	n85044463	1	Wachsmuth, Curt, 1837-1905			Person		http://example.org/1091847#Agent700-19
Hense, Otto, 1845-1931	no2001083223	100	Hense, Otto, 1845-1931	no2001083223	no2001083223	1	Hense, Otto, 1845-1931			Person		http://example.org/1091847#Agent700-20
Burkhart, Charles (Charles L.)	n85011298	100	Burkhart, Charles (Charles L.)	n85011298	n85011298	1	Burkhart, Charles (Charles L.)			Person		http://example.org/1076042#Agent100-11
Triadú, Joan	n82106145	95	Triadú, Joan	n82106145	n82106145	0.9230769230769231	Triadú, Joan			Person		http://example.org/1093894#Agent100-10
MacGregor-Hastie, Roy	n50047990	100	MacGregor-Hastie, Roy	n50047990	n50047990	1	MacGregor-Hastie, Roy			Person		http://example.org/1092724#Agent100-15
Harkins, William Edward	n50026030	100	Harkins, William Edward	n50026030	n50026030	0.9583333333333334	Harkins, William Edward			Person		http://example.org/1096185#Agent100-11
French, A. (Alfred), 1916-1997	n50025415	100	French, A. (Alfred), 1916-1997	n50025415	n50025415	1	French, A. (Alfred), 1916-1997			Person		http://example.org/1028196#Agent100-11
Wasielewski, Wilhelm Joseph von, 1822-1896	n50058193	100	Wasielewski, Wilhelm Joseph von, 1822-1896	n50058193	n50058193	0.9534883720930233	Wasielewski, Wilhelm Joseph von, 1822-1896			Person		http://example.org/101677#Agent700-24
Kritzeck, James	n79106125	100	Kritzeck, James	n79106125	n79106125	1	Kritzeck, James			Person		http://example.org/1098131#Agent100-17
Raffel, Burton	n50054380	100	Raffel, Burton	n50054380	n50054380	1	Raffel, Burton			Person		http://example.org/1099384#Agent100-12
Asia Society. Asian Literature Program			Asia Society. Asian Literature Program				Asia Society. Asian Literature Program			Organization		http://example.org/1099384#Agent710-23
Press, Alan R.	no00033447	100	Press, Alan R				Press, Alan R			Person		http://example.org/1093010#Agent100-15
Smith, William George	n2009164025	82	Smith, William George				Smith, William George			Person		http://example.org/10968#Agent100-9
Whelan, Richard	n94095063	100	Whelan, Richard				Whelan, Richard			Person		http://example.org/1062793#Agent100-10
Caro, Anthony, 1924-2013	n50032477	100	Caro, Anthony, 1924-2013	n50032477	n50032477	1	Caro, Anthony, 1924-2013			Person		http://example.org/1062793#Agent600-19
Bennett, De Robigne Mortimer, 1818-1882	n81040589	100	Bennett, De Robigne Mortimer, 1818-1882	n81040589	n81040589	1	Bennett, De Robigne Mortimer, 1818-1882			Person		http://example.org/1035340#Agent100-12
Comstock, Anthony, 1844-1915	no93029061	100	Comstock, Anthony, 1844-1915	no93029061	no93029061	1	Comstock, Anthony, 1844-1915			Person		http://example.org/1035340#Agent600-23
Broun, Heywood, 1888-1939	n50042790	100	Broun, Heywood, 1888-1939	n50042790	n50042790	1	Broun, Heywood, 1888-1939			Person		http://example.org/1035342#Agent100-10
Comstock, Anthony, 1844-1915	no93029061	100	Comstock, Anthony, 1844-1915	no93029061	no93029061	1	Comstock, Anthony, 1844-1915			Person		http://example.org/1035342#Agent600-20
Leech, Margaret, 1893-1974	n80046517	100	Leech, Margaret, 1893-1974	n80046517	n80046517	1	Leech, Margaret, 1893-1974			Person		http://example.org/1035342#Agent700-21
Roberts, Peter, 1859-1932	n50049003	100	Roberts, Peter, 1859-1932	n50049003	n50049003	1	Roberts, Peter, 1859-1932			Person		http://example.org/1003284#Agent100-13
Hirschler, Pierre			Hirschler, Pierre				Hirschler, Pierre			Person		http://example.org/1025138#Agent100-10
